sap_module,sap_table,sap_field,sap_description,sap_data_element,sap_domain,sap_table_description,classification_bucket,top_canonical_concept_id,top_canonical_strength,second_canonical_concept_id,second_canonical_strength,strength_margin,confidence_tier,top_canonical_matches,candidate_reason
SD,LIPS,VBEAF,Fixed shipping processing time in days (= setup time),VBEAF,DEC3_2,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",weak_canonical_candidate,picking.quantity,0.60,route.id,0.50,0.10,medium,picking.quantity:0.60 | route.id:0.50,context_enriched_unmapped_auto_candidate
SD,LIPS,VBEAV,Variable shipping processing time in days,VBEAV,DEC3_2,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",weak_canonical_candidate,picking.quantity,0.60,route.id,0.50,0.10,medium,picking.quantity:0.60 | route.id:0.50,context_enriched_unmapped_auto_candidate
SD,LIPS,STAFO,Update Group for statistics update,STAFO,STAFO,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,sales_organization.id,0.50,0.10,medium,picking.quantity:0.60 | sales_organization.id:0.50,context_enriched_unmapped_auto_candidate
SD,LIPS,VPZUO,Allocation Indicator,VPZUO,ZUVKZ,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,KOKRS,Controlling Area,KOKRS,CACCD,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,APLZL,Internal counter,CIM_COUNT,CIM_COUNT,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,VPMAT,Planning material,VPMAT,MATNR,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,VPWRK,Planning Plant,VPWRK,WERKS,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,UMREF,Conversion factor: quantities,UMREFF,FLTP,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,PCKPF,Packing Control,PCKPF,PCKPF,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,BEDAR_LF,Requirements Class,BEDAR,BEDAR,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,KCMENG,Cumulative batch quantity of all split items (in StckUnit),KCMENG,MENG15,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,KCVOLUM,Cumulative volume of all batch split items,KCVOLUM,MENG15,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,CUOBJ,Configuration,CUOBJ_VA,CUOBJ,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,EMPST,Receiving Point,EMPST,TEXT25,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,KOQUI,Picking is subject to confirmation,KOQUI,XFELD,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,PREFE,Customs Preference,PREFE,PREFE,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,CHMVS,Batches: Exit to quantity proposal,CHMVS,NUM3,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,ABELN,Allocation Table,ABELN,ABELN,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,ABELP,Allocation Table Item,ABELP,ABELP,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,LFIMG_FLO,Internal field/ Do not use / LFIMG in float / MUM,LFIMG_FLO,FLTP,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,LGMNG_FLO,Internal field/ Do not use / LGMNG in float / MUM,LGMNG_FLO,FLTP,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,KCMENG_FLO,Internal field/ Do not use / KCMENG in float / MUM,KCMENG_FLO,FLTP,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,KZUMW,Environmentally Relevant,KZUMW,XFELD,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,AUREL,Relevant to Allocation Table,AUREL,AUREL,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,KOWRR,Statistical Values,KOWRR,KOWRR,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,ABFOR,Form of payment guarantee,ABSFORM_CM,ABSFORM_CM,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,ABGES,Guaranteed (factor between 0 and 1),ABGES_CM,FLTP,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,MBUHR,"Material Staging Time (Local, Relating to a Plant)",MBUHR,TIME_PLANT,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,J_1BTAXLW1,Tax law: ICMS,J_1BTAXLW1,J_1BTAXLW1,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,J_1BTAXLW2,Tax law: IPI,J_1BTAXLW2,J_1BTAXLW2,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,SITUA,Indicator for situation,SITUA,SITUA,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,PROFL,Dangerous Goods Indicator Profile,ADGE_PROFL,ADGD_PROFL,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",knowledge_only,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,KCMENGVME,Cumulative batch quantity of all split items in sales units,KCMENG_VME,MENGV15_3,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,KCMENGVMEF,Cumulated batch split quantity in VRKME and float,KCMENGVMEF,FLTP,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,EPRIO,Withdrawal Sequence Group for Stocks,EPRIO,EPRIO,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,sales_organization.id,0.50,0.10,medium,picking.quantity:0.60 | sales_organization.id:0.50,context_enriched_unmapped_auto_candidate
SD,LIPS,LGBZO,Staging Area for Warehouse Complex,LGBZO,LGBZO,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,UMMAT,Receiving/Issuing Material,UMMAT,MATNR,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,UMCHA,Receiving/Issuing Batch,UMCHA,CHARG,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,AKMNG,Current Qty Field for Arithmetic Operations in Doc.Process.,AKMNG,AKMNG,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,VKGRU,Repair Processing: Classification of Items,VKGRU,RMA_VORGA,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,SHKZG_UM,Indicator: UNMAT in main posting,SHKZG_UM,SHKZG_UM,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,FLGWM,Indicator: Copy dest. storage data from preceding document,FLGWM,FLGWM,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,BERKZ,Material Staging Indicator for Production Supply,BERKZ,LVS_BERKZ,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,HUPOS,Indicator: Delivery item is a HU item,HUPOS,HUPOS,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,NOWAB,Indicator: Item Not Relevant for Goods Movements,NOWAB,NOWAB,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,KZPOD,"POD indicator (relevance, verification, confirmation)",KZPOD,KZPOD,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,LFDEZ,Not relevant for distribution for WMS,LFDEZ,LFDEZ,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,UMREV,Conversion Factor of Delivery Quantity VRKME for MEINS,LE_UMREV,FLTP,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,PODREL,POD Control (Proof of Delivery),PODREL,PODREL,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,SPE_GEN_ELIKZ,"""Delivery Completed"" Indicator",ELIKZ,XFELD,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,SPE_INSPOUT_GUID,Inspections: Inspection outcome GUID set by EWM,/SPE/INSP_OUT_GUID_16,/SPE/RET_GUID16,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,SPE_AUTH_COMPLET,RMA completion indicator,/SPE/RET_RMA_COMPLETED,/SPE/RET_RMA_COMPLETED,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,ORMNG,Original Quantity of Delivery Item,ORMNG_VL,MENG13,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,SPE_LIEFFZ,Cumulative Qty for SchedAgr - Vendor's Point of View,/SPE/LIEFFZ,MENG15,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,SPE_MAT_SUBST,Reason for material substitution,/SPE/MAT_SUBST,/SPE/MAT_SUBST,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,SPE_STRUC,Structure of Items That Are Delivered Together,/SPE/STRUC,,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,SPE_VERSION,Delivery Version at Confirmation,/SPE/DE_DLV_VERSION,NUMC04,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,SPE_COMPL_MVT,Completion of Goods Movements after Difference Postings,/SPE/COMPL_MVT,XFELD,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,J_1BTAXLW4,COFINS Tax Law,J_1BTAXLW4,J_1BTAXLW4,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,J_1BTAXLW5,PIS Tax Law,J_1BTAXLW5,J_1BTAXLW5,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,J_1BTAXLW3,ISS Tax Law,J_1BTAXLW3,J_1BTAXLW3,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,KBNKZ,Kanban Indicator,KBNKZ,KBNKZ,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,FLPKZ,Field Logistics Indicator,FLPKZ,FLPKZ,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,WEMPF,Goods Recipient,WEMPF,WEMPF,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,CREATION_TS,UTC Time Stamp in Long Form (YYYYMMDDhhmmssmmmuuun),TIMESTAMPL,TZNTSTMPL,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,CHANGED_TS,UTC Time Stamp in Long Form (YYYYMMDDhhmmssmmmuuun),TIMESTAMPL,TZNTSTMPL,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,PIKMG_WH,Picked Quantity in Sales Units from 3rd Party Warehouse,PIKMG_WH,MENG13,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",weak_canonical_candidate,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,PIKMG_WH_BU,Picked Quantity in Base Units from 3rd Party Warehouse,PIKMG_WH_BU,MENG13,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",weak_canonical_candidate,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,HDALL,Inbound Delivery Item Not Yet Complete (on Hold),/SPE/INB_HDALL_ITM,XFELD,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,VLSTP,Decentralized whse processing,VLSTP,STATV,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,/CWM/PIKMG,Quantity Picked/Placed in Storage in Parallel UoM,/CWM/PIKMG,MENG13,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",weak_canonical_candidate,picking.quantity,0.60,uom.code,0.50,0.10,medium,picking.quantity:0.60 | uom.code:0.50,context_enriched_unmapped_auto_candidate
SD,LIPS,/CWM/XENTER,Indicator Stating Whether Quantity Clearly Entered in PUoM,/CWM/XENTER,XFELD,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,/CWM/XTAENTER,Indicator Stating Whether Qty to Be Entered in PUoM in TO,/CWM/XTAENTER,XFELD,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,/CWM/KCMENG,Cumulatd CWM Batch Quantity of all Split Items (in StckUnit),/CWM/KCMENG,MENG15,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,/CWM/EBUMG,Quantity to Be Posted in PUoM,/CWM/EBUMG,MENG15,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,/KJEDM/INVERTED,Inverted Flag,/KJEDM/INVERTED_FLAG,FLAG,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,/SAPMP/LBA_NO,DTUC Complete,/SAPMP/LBADONE,XFELD,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,/SAPMP/ALT_CONV,Mill: Indicator Provisional Conversion Factors,/SAPMP/ALT_CONV,XFELD,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,MILL_UCDET,Batch Determination for Original Batches,MILL_UCDET,MILL_UCDET,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,UMVKZ,Numerator (factor) for conversion of sales quantity into SKU,UMVKZ,UMBSZ,Billing Document — Item Invoice line items. SD Sales Distribution,unmapped,material.sku,0.60,,,0.60,medium,material.sku:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,UMVKN,Denominator (divisor) for conversion of sales Qty into SKU,UMVKN,UMBSN,Billing Document — Item Invoice line items. SD Sales Distribution,unmapped,material.sku,0.60,,,0.60,medium,material.sku:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,VBELV,Originating Document,VBELV,VBELN,Billing Document — Item Invoice line items. SD Sales Distribution,unmapped,invoice.billing_document_id,0.60,,,0.60,medium,invoice.billing_document_id:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,AUBEL,Sales Document,VBELN_VA,VBELN,Billing Document — Item Invoice line items. SD Sales Distribution,unmapped,invoice.billing_document_id,0.60,,,0.60,medium,invoice.billing_document_id:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,ARKTX,Short text for sales order item,ARKTX,TEXT40,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,sales_order.id,0.60,,,0.60,medium,sales_order.id:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,KZWI1,Subtotal 1 from Pricing Procedure for Price Element,KZWI1,WERTV7,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,invoice.amount,0.60,price.unit,0.50,0.10,medium,invoice.amount:0.60 | price.unit:0.50 | supplier_invoice.amount:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,KZWI2,Subtotal 2 from Pricing Procedure for Price Element,KZWI2,WERTV7,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,invoice.amount,0.60,price.unit,0.50,0.10,medium,invoice.amount:0.60 | price.unit:0.50 | supplier_invoice.amount:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,KZWI3,Subtotal 3 from Pricing Procedure for Price Element,KZWI3,WERTV7,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,invoice.amount,0.60,price.unit,0.50,0.10,medium,invoice.amount:0.60 | price.unit:0.50 | supplier_invoice.amount:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,KZWI4,Subtotal 4 from Pricing Procedure for Price Element,KZWI4,WERTV7,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,invoice.amount,0.60,price.unit,0.50,0.10,medium,invoice.amount:0.60 | price.unit:0.50 | supplier_invoice.amount:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,KZWI5,Subtotal 5 from Pricing Procedure for Price Element,KZWI5,WERTV7,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,invoice.amount,0.60,price.unit,0.50,0.10,medium,invoice.amount:0.60 | price.unit:0.50 | supplier_invoice.amount:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,KZWI6,Subtotal 6 from Pricing Procedure for Price Element,KZWI6,WERTV7,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,invoice.amount,0.60,price.unit,0.50,0.10,medium,invoice.amount:0.60 | price.unit:0.50 | supplier_invoice.amount:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,STCUR,Exchange rate for statistics (Exch.rate at time of creation),STCUR_AP,KURRF,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,exchange_rate.rate,0.60,,,0.60,medium,exchange_rate.rate:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,TXJCD,Tax Jurisdiction,TXJCD,TXJCD,Billing Document — Item Invoice line items. SD Sales Distribution,unmapped,tax.jurisdiction_code,0.60,,,0.60,medium,tax.jurisdiction_code:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,CMPRE,Item credit price,CMPRE,WERTV6,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,invoice.amount,0.60,price.unit,0.50,0.10,medium,invoice.amount:0.60 | price.unit:0.50 | supplier_invoice.amount:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,XCHAR,Batch management indicator (internal),XCHAR,XFELD,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,material.batch_managed_flag,0.60,,,0.60,medium,material.batch_managed_flag:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,BZIRK_AUFT,Sales district of sales order,BZIRK_AUFT,BZIRK,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,sales_order.id,0.60,,,0.60,medium,sales_order.id:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,LLAND_AUFT,Destination Country/Region of Sales Order,LLAND_AUFT,LAND1,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,sales_order.id,0.60,,,0.60,medium,sales_order.id:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,REGIO_AUFT,Region of Sales Order,REGIO_AUFT,REGIO,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,sales_order.id,0.60,,,0.60,medium,sales_order.id:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,ABRBG,Start of accounting settlement period,ABRBG,DATUM,Billing Document — Item Invoice line items. SD Sales Distribution,knowledge_only,journal_entry.line_item_number,0.60,,,0.60,medium,journal_entry.line_item_number:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,AUGRU_AUFT,Order Reason (Reason for the Business Transaction),AUGRU,AUGRU,Billing Document — Item Invoice line items. SD Sales Distribution,unmapped,sales_order.id,0.60,,,0.60,medium,sales_order.id:0.60,context_enriched_unmapped_auto_candidate
