entry_type,canonical_term,alias,domain,source_system,note
field_alias,delivery.actual_delivery_date,LIKP.INT_ACT_DATE_TOCD,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=INT_ACT_DATE_TOCD; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=Internal Actual Transfer of Control Date; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=INT_ACT_DATE_TOCD, domain=TZNTSTMPS"
field_alias,delivery.planned_delivery_date,LIKP.INT_PLAN_DATE_TOCD,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=INT_PLAN_DATE_TOCD; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=Internal Planned Transfer of Control Date; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=INT_PLAN_DATE_TOCD, domain=TZNTSTMPS"
field_alias,picking.quantity,LIPS.ERZET,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=ERZET; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Entry time; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=ERZET, domain=UZEIT"
field_alias,picking.quantity,LIPS.MATWA,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=MATWA; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Material Entered; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=MATWA, domain=MATNR"
field_alias,picking.quantity,LIPS.LFIMG,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=LFIMG; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Actual quantity delivered (in sales units); note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=LFIMG, domain=MENG13"
field_alias,picking.quantity,LIPS.KZTLF,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=KZTLF; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Partial delivery at item level; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=KZTLF, domain=KZTLF"
field_alias,picking.quantity,LIPS.UEBTK,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=UEBTK; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Unlimited Overdelivery Allowed; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=UEBTK, domain=XFELD"
field_alias,picking.quantity,LIPS.UEBTO,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=UEBTO; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Overdelivery Tolerance; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=UEBTO, domain=PRZ21"
field_alias,picking.quantity,LIPS.UNTTO,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=UNTTO; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Underdelivery Tolerance; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=UNTTO, domain=PRZ21"
field_alias,picking.quantity,LIPS.CHSPL,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=CHSPL; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Batch split allowed; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=CHSPL, domain=XFELD"
field_alias,picking.quantity,LIPS.FAKSP,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=FAKSP; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Billing Block; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=FAKSP, domain=FAKSP"
field_alias,picking.quantity,LIPS.LGMNG,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=LGMNG; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Actual quantity delivered in stockkeeping units; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=LGMNG, domain=MENG13"
field_alias,picking.quantity,LIPS.VGSYS,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=VGSYS; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Logical System in the Preceding Document; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=VGLOGSYS, domain=LOGSYS"
field_alias,picking.quantity,LIPS.UPFLU,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=UPFLU; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Update indicator for delivery document flow; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=UPFLL, domain=UPFLL"
field_alias,picking.quantity,LIPS.FKREL,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=FKREL; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Relevant for Billing; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=FKREL, domain=FKREL"
field_alias,picking.quantity,LIPS.BATCH_BILLING_VARIANT,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=BATCH_BILLING_VARIANT; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Variant for Flex. Billing of Batch Items (CPF Result Param.); note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=SDBIL_BATCH_BILLING_VARIANT, domain=SDBIL_BATCH_BILLING_VARIANT"
field_alias,picking.quantity,LIPS.LADGR,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=LADGR; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Loading Group; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=SD, data_element=LADGR, domain=LADGR"
field_alias,picking.quantity,LIPS.TRAGR,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=TRAGR; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Transportation Group; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=SD, data_element=TRAGR, domain=TRAGR"
field_alias,picking.quantity,LIPS.KOMKZ,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=KOMKZ; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Indicator for picking control; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=KOMKZ, domain=KOMKZ"
field_alias,picking.quantity,LIPS.BWTEX,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=BWTEX; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Indicator: Separate valuation; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=BWTEX, domain=XFELD"
field_alias,picking.quantity,LIPS.SUMBD,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=SUMBD; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Summing up of requirements; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=SUMBD, domain=SUMBD"
field_alias,picking.quantity,LIPS.MTVFP,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=MTVFP; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Checking Group for Availability Check; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=SD, data_element=MTVFP, domain=MTVFP"
field_alias,picking.quantity,LIPS.GSBER,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=GSBER; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Business Area; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=GSBER, domain=GSBER"
field_alias,picking.quantity,LIPS.VKBUR,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=VKBUR; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Sales Office; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=VKBUR, domain=VKBUR"
field_alias,picking.quantity,LIPS.VKGRP,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=VKGRP; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Sales Group; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=SD, data_element=VKGRP, domain=VKGRP"
field_alias,picking.quantity,LIPS.GRKOR,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=GRKOR; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Delivery Group (Items are delivered together); note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=SD, data_element=GRKOR, domain=GRKOR"
field_alias,picking.quantity,LIPS.FMENG,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=FMENG; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Quantity is fixed; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=FMENG, domain=XFELD"
field_alias,picking.quantity,LIPS.VBEAF,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=VBEAF; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Fixed shipping processing time in days (= setup time); note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=SD, data_element=VBEAF, domain=DEC3_2"
field_alias,picking.quantity,LIPS.VBEAV,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=VBEAV; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Variable shipping processing time in days; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=SD, data_element=VBEAV, domain=DEC3_2"
field_alias,picking.quantity,LIPS.STAFO,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=STAFO; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Update Group for statistics update; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=SD, data_element=STAFO, domain=STAFO"
field_alias,picking.quantity,LIPS.VPZUO,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=VPZUO; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Allocation Indicator; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=VPZUO, domain=ZUVKZ"
field_alias,picking.quantity,LIPS.KOKRS,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=KOKRS; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Controlling Area; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=KOKRS, domain=CACCD"
field_alias,picking.quantity,LIPS.APLZL,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=APLZL; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Internal counter; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=CIM_COUNT, domain=CIM_COUNT"
field_alias,picking.quantity,LIPS.VPMAT,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=VPMAT; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Planning material; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=VPMAT, domain=MATNR"
field_alias,picking.quantity,LIPS.VPWRK,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=VPWRK; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Planning Plant; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=VPWRK, domain=WERKS"
field_alias,picking.quantity,LIPS.UMREF,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=UMREF; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Conversion factor: quantities; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=UMREFF, domain=FLTP"
field_alias,picking.quantity,LIPS.PCKPF,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=PCKPF; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Packing Control; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=PCKPF, domain=PCKPF"
field_alias,picking.quantity,LIPS.BEDAR_LF,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=BEDAR_LF; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Requirements Class; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=BEDAR, domain=BEDAR"
field_alias,picking.quantity,LIPS.KCMENG,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=KCMENG; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Cumulative batch quantity of all split items (in StckUnit); note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=KCMENG, domain=MENG15"
field_alias,picking.quantity,LIPS.KCVOLUM,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=KCVOLUM; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Cumulative volume of all batch split items; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=KCVOLUM, domain=MENG15"
field_alias,picking.quantity,LIPS.CUOBJ,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=CUOBJ; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Configuration; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=CUOBJ_VA, domain=CUOBJ"
field_alias,picking.quantity,LIPS.EMPST,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=EMPST; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Receiving Point; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=EMPST, domain=TEXT25"
field_alias,picking.quantity,LIPS.KOQUI,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=KOQUI; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Picking is subject to confirmation; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=KOQUI, domain=XFELD"
field_alias,picking.quantity,LIPS.PREFE,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=PREFE; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Customs Preference; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=PREFE, domain=PREFE"
field_alias,picking.quantity,LIPS.CHMVS,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=CHMVS; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Batches: Exit to quantity proposal; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=CHMVS, domain=NUM3"
field_alias,picking.quantity,LIPS.ABELN,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=ABELN; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Allocation Table; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=ABELN, domain=ABELN"
field_alias,picking.quantity,LIPS.ABELP,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=ABELP; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Allocation Table Item; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=ABELP, domain=ABELP"
field_alias,picking.quantity,LIPS.LFIMG_FLO,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=LFIMG_FLO; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Internal field/ Do not use / LFIMG in float / MUM; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=LFIMG_FLO, domain=FLTP"
field_alias,picking.quantity,LIPS.LGMNG_FLO,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=LGMNG_FLO; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Internal field/ Do not use / LGMNG in float / MUM; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=LGMNG_FLO, domain=FLTP"
field_alias,picking.quantity,LIPS.KCMENG_FLO,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=KCMENG_FLO; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Internal field/ Do not use / KCMENG in float / MUM; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=KCMENG_FLO, domain=FLTP"
field_alias,picking.quantity,LIPS.KZUMW,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=KZUMW; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Environmentally Relevant; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=KZUMW, domain=XFELD"
field_alias,picking.quantity,LIPS.AUREL,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=AUREL; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Relevant to Allocation Table; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=AUREL, domain=AUREL"
field_alias,picking.quantity,LIPS.KOWRR,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=KOWRR; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Statistical Values; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=KOWRR, domain=KOWRR"
field_alias,picking.quantity,LIPS.ABFOR,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=ABFOR; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Form of payment guarantee; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=ABSFORM_CM, domain=ABSFORM_CM"
field_alias,picking.quantity,LIPS.ABGES,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=ABGES; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Guaranteed (factor between 0 and 1); note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=ABGES_CM, domain=FLTP"
field_alias,picking.quantity,LIPS.MBUHR,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=MBUHR; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Material Staging Time (Local, Relating to a Plant); note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=MBUHR, domain=TIME_PLANT"
field_alias,picking.quantity,LIPS.J_1BTAXLW1,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=J_1BTAXLW1; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Tax law: ICMS; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=J_1BTAXLW1, domain=J_1BTAXLW1"
field_alias,picking.quantity,LIPS.J_1BTAXLW2,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=J_1BTAXLW2; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Tax law: IPI; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=J_1BTAXLW2, domain=J_1BTAXLW2"
field_alias,picking.quantity,LIPS.SITUA,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=SITUA; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Indicator for situation; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=SITUA, domain=SITUA"
field_alias,picking.quantity,LIPS.PROFL,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=PROFL; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Dangerous Goods Indicator Profile; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=ADGE_PROFL, domain=ADGD_PROFL"
field_alias,picking.quantity,LIPS.KCMENGVME,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=KCMENGVME; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Cumulative batch quantity of all split items in sales units; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=KCMENG_VME, domain=MENGV15_3"
field_alias,picking.quantity,LIPS.KCMENGVMEF,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=KCMENGVMEF; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Cumulated batch split quantity in VRKME and float; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=KCMENGVMEF, domain=FLTP"
field_alias,picking.quantity,LIPS.EPRIO,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=EPRIO; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Withdrawal Sequence Group for Stocks; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=SD, data_element=EPRIO, domain=EPRIO"
field_alias,picking.quantity,LIPS.LGBZO,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=LGBZO; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Staging Area for Warehouse Complex; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=LGBZO, domain=LGBZO"
field_alias,picking.quantity,LIPS.UMMAT,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=UMMAT; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Receiving/Issuing Material; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=UMMAT, domain=MATNR"
field_alias,picking.quantity,LIPS.UMCHA,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=UMCHA; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Receiving/Issuing Batch; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=UMCHA, domain=CHARG"
field_alias,picking.quantity,LIPS.AKMNG,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=AKMNG; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Current Qty Field for Arithmetic Operations in Doc.Process.; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=AKMNG, domain=AKMNG"
field_alias,picking.quantity,LIPS.VKGRU,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=VKGRU; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Repair Processing: Classification of Items; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=VKGRU, domain=RMA_VORGA"
field_alias,picking.quantity,LIPS.SHKZG_UM,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=SHKZG_UM; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Indicator: UNMAT in main posting; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=SHKZG_UM, domain=SHKZG_UM"
field_alias,picking.quantity,LIPS.FLGWM,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=FLGWM; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Indicator: Copy dest. storage data from preceding document; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=FLGWM, domain=FLGWM"
field_alias,picking.quantity,LIPS.BERKZ,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=BERKZ; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Material Staging Indicator for Production Supply; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=BERKZ, domain=LVS_BERKZ"
field_alias,picking.quantity,LIPS.HUPOS,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=HUPOS; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Indicator: Delivery item is a HU item; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=HUPOS, domain=HUPOS"
field_alias,picking.quantity,LIPS.NOWAB,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=NOWAB; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Indicator: Item Not Relevant for Goods Movements; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=NOWAB, domain=NOWAB"
field_alias,picking.quantity,LIPS.KZPOD,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=KZPOD; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=POD indicator (relevance, verification, confirmation); note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=KZPOD, domain=KZPOD"
field_alias,picking.quantity,LIPS.LFDEZ,SD,SAP,"context_patch=true; system=SAP; object=LIPS; field=LFDEZ; object_description=SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution; field_description=Not relevant for distribution for WMS; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=LFDEZ, domain=LFDEZ"
