sap_module,sap_table,sap_field,sap_description,classification_bucket,canonical_concept_id,context_added,status
SD,VBPA,VBELN,Sales and Distribution Document Number,direct_alias_match,invoice.number,false,already_present
SD,VBPA,POSNR,Item number of the SD document,direct_alias_match,sales_order.line_item_number,false,already_present
SD,VBPA,KUNNR,Customer Number,direct_alias_match,customer.id,false,already_present
SD,VBPA,LIFNR,Account Number of Supplier,direct_alias_match,supplier.id,false,already_present
SD,VBPA,PERNR,Personnel Number,direct_alias_match,contact.id,false,already_present
SD,VBPA,PARNR,Number of Contact Person,direct_alias_match,contact.id,false,already_present
SD,VBPA,ADRNR,Address Number,direct_alias_match,address.id,false,already_present
SD,VBPA,LAND1,Country/Region Key,direct_alias_match,address.country_code,false,already_present
SD,VBPA,STCEG,VAT Registration Number,direct_alias_match,supplier.tax_registration_id,false,already_present
SD,VBPA,ASSIGNED_BP,Business Partner Number,direct_alias_match,business_partner.id,false,already_present
SD,VBKD,VBELN,Sales and Distribution Document Number,direct_alias_match,invoice.number,false,already_present
SD,VBKD,POSNR,Item number of the SD document,direct_alias_match,sales_order.line_item_number,false,already_present
SD,VBKD,KDGRP,Customer Group,direct_alias_match,customer_group.id,false,already_present
SD,VBKD,PLTYP,Price List Type,direct_alias_match,price.list,false,already_present
SD,VBKD,INCO1,Incoterms (Part 1),direct_alias_match,incoterm.code,false,already_present
SD,VBKD,INCO2,Incoterms (Part 2),direct_alias_match,incoterm.location,false,already_present
SD,VBKD,ZTERM,Terms of Payment Key,direct_alias_match,payment_term.id,false,already_present
SD,VBKD,ZLSCH,Payment Method,direct_alias_match,payment.method_code,false,already_present
SD,VBKD,GJAHR,Fiscal Year,direct_alias_match,fiscal_year.id,false,already_present
SD,VBKD,POPER,Posting Period,direct_alias_match,fiscal_period.id,false,already_present
SD,VBKD,PAY_TYPE,Mandate: Payment Type,direct_alias_match,payment.method_code,false,already_present
SD,LIKP,VBELN,Delivery,direct_alias_match,invoice.number,false,already_present
SD,LIKP,ERNAM,Name of Person Responsible for Creating the Object,direct_alias_match,audit.created_by,false,already_present
SD,LIKP,ERDAT,Record Created On,direct_alias_match,document.created_date,false,already_present
SD,LIKP,VSTEL,Shipping Point / Receiving Point,direct_alias_match,shipping_point.id,false,already_present
SD,LIKP,VKORG,Sales Organization,direct_alias_match,sales_organization.id,false,already_present
SD,LIKP,WADAT,Planned Goods Movement Date,direct_alias_match,delivery.goods_issue_date,false,already_present
SD,LIKP,KODAT,Picking Date,direct_alias_match,picking.date,false,already_present
SD,LIKP,INCO1,Incoterms (Part 1),direct_alias_match,incoterm.code,false,already_present
SD,LIKP,INCO2,Incoterms (Part 2),direct_alias_match,incoterm.location,false,already_present
SD,LIKP,ROUTE,Route,direct_alias_match,route.id,false,already_present
SD,LIKP,KUNNR,Ship-to Party,direct_alias_match,customer.id,false,already_present
SD,LIKP,KDGRP,Customer Group,direct_alias_match,customer_group.id,false,already_present
SD,LIKP,NTGEW,Net Weight,direct_alias_match,material.net_weight,false,already_present
SD,LIKP,GEWEI,Unit of Weight,direct_alias_match,material.weight_unit_code,false,already_present
SD,LIKP,VOLUM,Volume,direct_alias_match,shipment.volume,false,already_present
SD,LIKP,VOLEH,Volume Unit,direct_alias_match,volume.unit_code,false,already_present
SD,LIKP,LSTEL,Loading Point,direct_alias_match,shipping_point.id,false,already_present
SD,LIKP,ROUTA,Route,direct_alias_match,route.id,false,already_present
SD,LIKP,AENAM,Name of Person Who Changed Object,direct_alias_match,audit.changed_by,false,already_present
SD,LIKP,AEDAT,Last Changed On,direct_alias_match,document.changed_date,false,already_present
SD,LIKP,LGNUM,Warehouse Number / Warehouse Complex,direct_alias_match,warehouse.id,false,already_present
SD,LIKP,LIFNR,Vendor's account number,direct_alias_match,supplier.id,false,already_present
SD,LIKP,WERKS,Receiving Plant for Deliveries,direct_alias_match,plant.id,false,already_present
SD,LIKP,XBLNR,Reference Document Number,direct_alias_match,journal_entry.reference,false,already_present
SD,LIKP,HANDLE,Worldwide unique key for LIKP-VBELN,direct_alias_match,system.guid,false,already_present
SD,LIKP,VBUND,Company ID,direct_alias_match,company.id,false,already_present
SD,LIKP,TM_WHSE_EXEC,Warehouse Execution Status,direct_alias_match,warehouse_task.status,false,already_present
SD,LIPS,VBELN,Delivery,direct_alias_match,invoice.number,false,already_present
SD,LIPS,POSNR,Delivery Item,direct_alias_match,sales_order.line_item_number,false,already_present
SD,LIPS,ERNAM,Name of Person Responsible for Creating the Object,direct_alias_match,audit.created_by,false,already_present
SD,LIPS,ERDAT,Record Created On,direct_alias_match,document.created_date,false,already_present
SD,LIPS,MATNR,Material Number,direct_alias_match,material.erp_material_number,false,already_present
SD,LIPS,MATKL,Material Group,direct_alias_match,material.raw_material_group_id,false,already_present
SD,LIPS,WERKS,Plant,direct_alias_match,plant.id,false,already_present
SD,LIPS,LGORT,Storage Location,direct_alias_match,storage_location.id,false,already_present
SD,LIPS,CHARG,Batch Number,direct_alias_match,batch.id,false,already_present
SD,LIPS,KDMAT,Customer Material,direct_alias_match,material.customer_part_number,false,already_present
SD,LIPS,PRODH,Product Hierarchy,direct_alias_match,product.category,false,already_present
SD,LIPS,MEINS,Base Unit of Measure,direct_alias_match,material.base_uom_code,false,already_present
SD,LIPS,VRKME,Sales Unit,direct_alias_match,uom.code,false,already_present
SD,LIPS,NTGEW,Net Weight,direct_alias_match,material.net_weight,false,already_present
SD,LIPS,BRGEW,Gross Weight,direct_alias_match,material.gross_weight,false,already_present
SD,LIPS,GEWEI,Unit of Weight,direct_alias_match,material.weight_unit_code,false,already_present
SD,LIPS,VOLUM,Volume,direct_alias_match,shipment.volume,false,already_present
SD,LIPS,VOLEH,Volume Unit,direct_alias_match,volume.unit_code,false,already_present
SD,LIPS,LGPBE,Storage Bin,direct_alias_match,warehouse_bin.id,false,already_present
SD,LIPS,LGNUM,Warehouse Number / Warehouse Complex,direct_alias_match,warehouse.id,false,already_present
SD,LIPS,LGPLA,Storage Bin,direct_alias_match,warehouse_bin.id,false,already_present
SD,LIPS,BWART,Movement Type (Inventory Management),direct_alias_match,goods_movement.type,false,already_present
SD,LIPS,MTART,Material Type,direct_alias_match,material.type_code,false,already_present
SD,LIPS,XCHPF,Batch Management Requirement Indicator,direct_alias_match,material.batch_managed_flag,false,already_present
SD,LIPS,VTWEG,Distribution Channel,direct_alias_match,distribution_channel.id,false,already_present
SD,LIPS,SPART,Division,direct_alias_match,division.id,false,already_present
SD,LIPS,AEDAT,Last Changed On,direct_alias_match,document.changed_date,false,already_present
SD,LIPS,KOSTL,Cost Center,direct_alias_match,cost_center.id,false,already_present
SD,LIPS,PRCTR,Profit Center,direct_alias_match,profit_center.id,false,already_present
SD,LIPS,PS_PSP_PNR,Work Breakdown Structure Element (WBS Element),direct_alias_match,project.wbs_element_id,false,already_present
SD,LIPS,AUFNR,Order Number,direct_alias_match,production_order.id,false,already_present
SD,LIPS,VORNR,Operation/Activity Number,direct_alias_match,production_operation.number,false,already_present
SD,LIPS,KDAUF,Sales Order Number,direct_alias_match,sales_order.id,false,already_present
SD,LIPS,KCVOLEH,Volume Unit,direct_alias_match,volume.unit_code,false,already_present
SD,LIPS,SERNR,BOM explosion number,direct_alias_match,asset.serial_number,false,already_present
SD,LIPS,SHKZG,Returns Item,direct_alias_match,journal_entry.debit_credit_indicator,false,already_present
SD,LIPS,KMPMG,Component Quantity,direct_alias_match,bom.quantity,false,already_present
SD,LIPS,NETPR,Net Price,direct_alias_match,net_price_amount,true,added
SD,LIPS,PSPNR,Project (internal),direct_alias_match,project.wbs_element_id,false,already_present
SD,LIPS,EMATN,Material number corresponding to manufacturer part number,direct_alias_match,material.number,false,already_present
SD,LIPS,HANDLE,Worldwide unique key for LIPS-VBELN & LIPS_POSNR,direct_alias_match,system.guid,false,already_present
SD,LIPS,UMWRK,Receiving plant/issuing plant,direct_alias_match,plant.id,false,already_present
SD,LIPS,HSDAT,Date of Manufacture,direct_alias_match,inventory_lot.manufacture_date,false,already_present
SD,LIPS,VFDAT,Shelf Life Expiration or Best-Before Date,direct_alias_match,inventory_lot.expiration_date,false,already_present
SD,LIPS,GRUND,Reason for goods movment,direct_alias_match,reason.code,false,already_present
SD,LIPS,RESOURCE_ID,Resource Name (Stock Identifier),direct_alias_match,resource.id,false,already_present
SD,LIPS,LOADING_POINT,Loading/Unloading Point,direct_alias_match,shipping_point.id,false,already_present
SD,LIPS,ITM_COMCO,Commodity Code,direct_alias_match,material.hts_code,false,already_present
SD,LIPS,VCM_CHAIN_UUID,GUID in 'CHAR' Format in Uppercase,direct_alias_match,system.guid,false,already_present
SD,LIPS,FSH_ITEM,Item Number,direct_alias_match,material.number,false,already_present
SD,VBRK,VBELN,Billing Document,direct_alias_match,invoice.number,false,already_present
SD,VBRK,VKORG,Sales Organization,direct_alias_match,sales_organization.id,false,already_present
SD,VBRK,VTWEG,Distribution Channel,direct_alias_match,distribution_channel.id,false,already_present
SD,VBRK,BELNR,Document Number of an Accounting Document,direct_alias_match,accounting.document_number,false,already_present
SD,VBRK,GJAHR,Fiscal Year,direct_alias_match,fiscal_year.id,false,already_present
SD,VBRK,POPER,Posting Period,direct_alias_match,fiscal_period.id,false,already_present
SD,VBRK,KDGRP,Customer Group,direct_alias_match,customer_group.id,false,already_present
SD,VBRK,PLTYP,Price List Type,direct_alias_match,price.list,false,already_present
SD,VBRK,INCO1,Incoterms (Part 1),direct_alias_match,incoterm.code,false,already_present
SD,VBRK,INCO2,Incoterms (Part 2),direct_alias_match,incoterm.location,false,already_present
SD,VBRK,ZTERM,Terms of Payment Key,direct_alias_match,payment_term.id,false,already_present
SD,VBRK,ZLSCH,Payment Method,direct_alias_match,payment.method_code,false,already_present
SD,VBRK,LAND1,Destination Country/Region,direct_alias_match,address.country_code,false,already_present
SD,VBRK,REGIO,"Region (State, Province, County)",direct_alias_match,supplier.region_code,false,already_present
SD,VBRK,BUKRS,Company Code,direct_alias_match,company_code.id,true,added
SD,VBRK,ERNAM,Name of Person Responsible for Creating the Object,direct_alias_match,audit.created_by,false,already_present
SD,VBRK,ERDAT,Record Created On,direct_alias_match,document.created_date,false,already_present
SD,VBRK,STCEG,VAT Registration Number,direct_alias_match,supplier.tax_registration_id,false,already_present
SD,VBRK,AEDAT,Last Changed On,direct_alias_match,document.changed_date,false,already_present
SD,VBRK,SPART,Division,direct_alias_match,division.id,false,already_present
SD,VBRK,VBUND,Company ID of Trading Partner,direct_alias_match,company.id,false,already_present
SD,VBRK,XBLNR,Reference Document Number,direct_alias_match,journal_entry.reference,false,already_present
SD,VBRK,KIDNO,Payment Reference,direct_alias_match,payment.reference,false,already_present
SD,VBRK,FK_SOURCE_SYS,Source System,direct_alias_match,audit.source_system,false,already_present
SD,VBRK,BLART,Document Type,direct_alias_match,document.type,false,already_present
SD,VBRK,PAY_TYPE,Mandate: Payment Type,direct_alias_match,payment.method_code,false,already_present
SD,VBRP,VBELN,Billing Document,direct_alias_match,invoice.number,false,already_present
SD,VBRP,POSNR,Billing Item,direct_alias_match,sales_order.line_item_number,false,already_present
SD,VBRP,VRKME,Sales Unit,direct_alias_match,uom.code,false,already_present
SD,VBRP,MEINS,Base Unit of Measure,direct_alias_match,material.base_uom_code,false,already_present
SD,VBRP,NTGEW,Net Weight,direct_alias_match,material.net_weight,false,already_present
SD,VBRP,BRGEW,Gross Weight,direct_alias_match,material.gross_weight,false,already_present
SD,VBRP,GEWEI,Unit of Weight,direct_alias_match,material.weight_unit_code,false,already_present
SD,VBRP,VOLUM,Volume,direct_alias_match,shipment.volume,false,already_present
SD,VBRP,VOLEH,Volume Unit,direct_alias_match,volume.unit_code,false,already_present
SD,VBRP,MATNR,Material Number,direct_alias_match,material.erp_material_number,false,already_present
SD,VBRP,CHARG,Batch Number,direct_alias_match,batch.id,false,already_present
SD,VBRP,MATKL,Material Group,direct_alias_match,material.raw_material_group_id,false,already_present
SD,VBRP,PRODH,Product Hierarchy,direct_alias_match,product.category,false,already_present
SD,VBRP,VSTEL,Shipping Point / Receiving Point,direct_alias_match,shipping_point.id,false,already_present
SD,VBRP,SPART,Division,direct_alias_match,division.id,false,already_present
SD,VBRP,WERKS,Plant,direct_alias_match,plant.id,false,already_present
SD,VBRP,KOSTL,Cost Center,direct_alias_match,cost_center.id,false,already_present
SD,VBRP,SHKZG,Returns item,direct_alias_match,journal_entry.debit_credit_indicator,false,already_present
SD,VBRP,ERNAM,Name of Person Responsible for Creating the Object,direct_alias_match,audit.created_by,false,already_present
SD,VBRP,ERDAT,Record Created On,direct_alias_match,document.created_date,false,already_present
SD,VBRP,LGORT,Storage Location,direct_alias_match,storage_location.id,false,already_present
SD,VBRP,PRCTR,Profit Center,direct_alias_match,profit_center.id,false,already_present
SD,VBRP,PS_PSP_PNR,Work Breakdown Structure Element (WBS Element),direct_alias_match,project.wbs_element_id,false,already_present
SD,VBRP,AUFNR,Order Number,direct_alias_match,production_order.id,false,already_present
SD,VBRP,SERNR,BOM explosion number,direct_alias_match,asset.serial_number,false,already_present
SD,VBRP,MWSBP,Tax Amount in Document Currency,direct_alias_match,payroll.tax_amount,false,already_present
SD,VBRP,MWSKZ,Tax on sales/purchases code,direct_alias_match,tax.rate,false,already_present
SD,VBRP,VERTN,Contract Number,direct_alias_match,contract.id,false,already_present
SD,VBRP,VCM_CHAIN_UUID,GUID in 'CHAR' Format in Uppercase,direct_alias_match,system.guid,false,already_present
SD,VBRP,REASON_CODE,Reason for Return or Expected Delivery Quantity Change,direct_alias_match,reason.code,false,already_present
SD,VBRP,ITM_COMCO,Commodity Code,direct_alias_match,material.hts_code,false,already_present
SD,VBRP,VKORG_ANA,Sales Organization,direct_alias_match,sales_organization.id,false,already_present
SD,VBRP,VTWEG_ANA,Distribution Channel,direct_alias_match,distribution_channel.id,false,already_present
SD,VBRP,KDGRP_ANA,Customer Group,direct_alias_match,customer_group.id,false,already_present
SD,VBRP,BUKRS_ANA,Company Code,direct_alias_match,company_code.id,false,already_present
SD,VBRP,DP_BUKRS,Company Code,direct_alias_match,company_code.id,false,already_present
SD,VBRP,DP_GJAHR,Fiscal Year,direct_alias_match,fiscal_year.id,false,already_present
SD,VBRP,J_3GBELNRI,Document Number,description_alias_match,account.owner_employee_id,true,added
SD,KNA1,KUNNR,Customer Number,direct_alias_match,customer.id,false,already_present
SD,KNA1,LAND1,Country/Region Key,direct_alias_match,address.country_code,false,already_present
SD,KNA1,NAME1,Name 1,direct_alias_match,contact.name,false,already_present
SD,KNA1,ORT01,City,direct_alias_match,supplier.address,false,already_present
SD,KNA1,PSTLZ,Postal Code,direct_alias_match,supplier.address,true,added
SD,KNA1,REGIO,"Region (State, Province, County)",direct_alias_match,supplier.region_code,false,already_present
SD,KNA1,STRAS,Street and House Number,direct_alias_match,address.line1,false,already_present
SD,KNA1,TELF1,First telephone number,direct_alias_match,contact.phone,false,already_present
SD,KNA1,ADRNR,Address,direct_alias_match,address.id,false,already_present
SD,KNA1,ANRED,Title,description_alias_match,case.subject,false,already_present
SD,KNA1,BRSCH,Industry key,direct_alias_match,account.industry,false,already_present
SD,KNA1,ERDAT,Record Created On,direct_alias_match,document.created_date,false,already_present
SD,KNA1,ERNAM,Name of Person who Created the Object,direct_alias_match,audit.created_by,false,already_present
SD,KNA1,KUKLA,Customer Classification,direct_alias_match,customer.classification,false,already_present
SD,KNA1,LIFNR,Account Number of Supplier,direct_alias_match,supplier.id,false,already_present
SD,KNA1,SPERR,Central posting block,direct_alias_match,supplier.posting_block_flag,false,already_present
SD,KNA1,SPRAS,Language Key,direct_alias_match,customer.language_code,false,already_present
SD,KNA1,STCD1,Tax Number 1,direct_alias_match,tax.id,false,already_present
SD,KNA1,VBUND,Company ID of Trading Partner,direct_alias_match,company.id,false,already_present
SD,KNA1,STCEG,VAT Registration Number,direct_alias_match,supplier.tax_registration_id,false,already_present
SD,KNA1,WERKS,Plant,direct_alias_match,plant.id,false,already_present
SD,KNA1,UF,State,direct_alias_match,supplier.region_code,false,already_present
SD,KNA1,DUNS,DUNS Number,direct_alias_match,supplier.duns_number,false,already_present
SD,KNA1,PSOVN,First Name,description_alias_match,employee.name,true,added
SD,KNA1,PSOTL,Title,direct_alias_match,case.subject,false,already_present
SD,KNA1,PSOO1,Description,description_alias_match,address.city,true,added
SD,KNA1,PSOO2,Description,description_alias_match,address.city,true,added
SD,KNA1,PSOO3,Description,description_alias_match,address.city,true,added
SD,KNA1,PSOO4,Description,description_alias_match,address.city,true,added
SD,KNA1,PSOO5,Description,description_alias_match,address.city,true,added
SD,KNA1,AEDAT,(Obsolete) Last Changed On – do not use,direct_alias_match,document.changed_date,false,already_present
SD,KNA1,USNAM,(Obsolete) Changed by the user – do not use,direct_alias_match,audit.created_by,false,already_present
SD,KNA1,PSPNR,WBS Element,direct_alias_match,project.wbs_element_id,false,already_present
SD,KNA1,LGORT,Storage Location,direct_alias_match,storage_location.id,false,already_present
SD,KNA1,KOSTL,Cost Center,direct_alias_match,cost_center.id,false,already_present
SD,KNB1,KUNNR,Customer Number,direct_alias_match,customer.id,false,already_present
SD,KNB1,BUKRS,Company Code,direct_alias_match,company_code.id,true,added
SD,KNB1,PERNR,Personnel Number,direct_alias_match,contact.id,false,already_present
SD,KNB1,ERDAT,Record Created On,direct_alias_match,document.created_date,false,already_present
SD,KNB1,ERNAM,Name of Person who Created the Object,direct_alias_match,audit.created_by,false,already_present
SD,KNB1,SPERR,Posting block for company code,direct_alias_match,supplier.posting_block_flag,false,already_present
SD,KNB1,ZTERM,Terms of Payment Key,direct_alias_match,payment_term.id,false,already_present
SD,KNVV,KUNNR,Customer Number,direct_alias_match,customer.id,false,already_present
SD,KNVV,VKORG,Sales Organization,direct_alias_match,sales_organization.id,false,already_present
SD,KNVV,VTWEG,Distribution Channel,direct_alias_match,distribution_channel.id,false,already_present
SD,KNVV,SPART,Division,direct_alias_match,division.id,false,already_present
SD,KNVV,ERNAM,Name of Person Responsible for Creating the Object,direct_alias_match,audit.created_by,false,already_present
SD,KNVV,ERDAT,Record Created On,direct_alias_match,document.created_date,false,already_present
SD,KNVV,KDGRP,Customer Group,direct_alias_match,customer_group.id,false,already_present
SD,KNVV,PLTYP,Price List Type,direct_alias_match,price.list,false,already_present
SD,KNVV,INCO1,Incoterms (Part 1),direct_alias_match,incoterm.code,false,already_present
SD,KNVV,INCO2,Incoterms (Part 2),direct_alias_match,incoterm.location,false,already_present
SD,KNVV,WAERS,Currency,direct_alias_match,accounting.document_currency_code,false,already_present
SD,KNVV,ZTERM,Terms of Payment Key,direct_alias_match,payment_term.id,false,already_present
SD,KNVV,STATUS_OBJ_GUID,Globally Unique Identifier,direct_alias_match,system.guid,false,already_present
S/4HANA,PRCD_ELEMENTS,KBETR,Condition Amount or Percentage,direct_alias_match,price.unit,false,already_present
S/4HANA,PRCD_ELEMENTS,WAERS,Currency Key,direct_alias_match,accounting.document_currency_code,false,already_present
S/4HANA,PRCD_ELEMENTS,LIFNR,Account Number of Supplier,direct_alias_match,supplier.id,false,already_present
S/4HANA,PRCD_ELEMENTS,KUNNR,Customer number (rebate recipient),direct_alias_match,customer.id,false,already_present
S/4HANA,BUT000,PARTNER,Business Partner Number,direct_alias_match,business_partner.id,false,already_present
S/4HANA,BUT000,TITLE,Form-of-Address Key,direct_alias_match,case.subject,false,already_present
S/4HANA,BUT000,TITLE_LET,Salutation,direct_alias_match,party.salutation,false,already_present
S/4HANA,BUT000,CONTACT,Business Partner: Contact Permission,direct_alias_match,contact.phone,true,added
S/4HANA,BUT000,NAME1_TEXT,Full Name,direct_alias_match,contact.name,false,already_present
S/4HANA,BUT000,NATIO,Nationality,direct_alias_match,employee.nationality,false,already_present
S/4HANA,BUT000,GENDER,Sex of business partner (person),direct_alias_match,employee.gender,false,already_present
S/4HANA,BUT000,PERNO,Personnel Number,direct_alias_match,employee.id,false,already_present
S/4HANA,BUT000,ADDRCOMM,Address Number,direct_alias_match,address.id,false,already_present
S/4HANA,BUT001,PARTNER,Business Partner Number,direct_alias_match,business_partner.id,false,already_present
S/4HANA,BUT001,LGNUM,Identification number of legitimation document,direct_alias_match,warehouse.id,false,already_present
S/4HANA,MATDOC,WERKS,Plant,direct_alias_match,plant.id,false,already_present
S/4HANA,MATDOC,MAT_PSPNR,Valuated Sales Order Stock WBS Element,direct_alias_match,project.wbs_element_id,false,already_present
S/4HANA,MATDOC,BUKRS,Company Code,direct_alias_match,company_code.id,true,added
S/4HANA,MATDOC,WAERS,Currency Key,direct_alias_match,accounting.document_currency_code,false,already_present
S/4HANA,MATDOC,DMBTR,Amount in Local Currency,direct_alias_match,accounting.local_currency_amount,false,already_present
S/4HANA,MATDOC,MEINS,Base Unit of Measure,direct_alias_match,material.base_uom_code,false,already_present
S/4HANA,MATDOC,MENGE,Quantity,direct_alias_match,bom.quantity,false,already_present
S/4HANA,MATDOC,LBKUM,Total valuated stock before the posting,direct_alias_match,stock.quantity,false,already_present
S/4HANA,MATDOC,STOCK_QTY,Stock Quantity,direct_alias_match,stock.quantity,false,already_present
S/4HANA,MATDOC,BPRME,Order Price Unit (Purchasing),direct_alias_match,order_unit.code,true,added
S/4HANA,MATDOC,UMWRK_CID,Plant,direct_alias_match,plant.id,false,already_present
S/4HANA,MATDOC,UMBUK_CG,Company Code,direct_alias_match,company_code.id,false,already_present
S/4HANA,MATDOC,BUDAT,Posting Date in the Document,direct_alias_match,accounting.posting_date,false,already_present
S/4HANA,MATDOC,AEDAT,Last Changed On,direct_alias_match,document.changed_date,false,already_present
S/4HANA,MATDOC,GJAHR,Fiscal Year,direct_alias_match,fiscal_year.id,false,already_present
S/4HANA,MATDOC,VFDAT,Shelf Life Expiration or Best-Before Date,direct_alias_match,inventory_lot.expiration_date,false,already_present
S/4HANA,MATDOC,HSDAT,Date of Manufacture,direct_alias_match,inventory_lot.manufacture_date,false,already_present
S/4HANA,MATDOC,MBLNR,Number of Material Document,direct_alias_match,goods_receipt.id,false,already_present
S/4HANA,MATDOC,KDAUF,Sales Order Number,direct_alias_match,sales_order.id,false,already_present
S/4HANA,MATDOC,EBELN,Purchase order number,direct_alias_match,purchase_order.id,false,already_present
S/4HANA,MATDOC,EBELP,Item Number of Purchasing Document,direct_alias_match,purchase_order.line_item_number,false,already_present
S/4HANA,MATDOC,AUFNR,Order Number,direct_alias_match,production_order.id,false,already_present
S/4HANA,MATDOC,ANLN1,Main Asset Number,direct_alias_match,asset.id,false,already_present
S/4HANA,MATDOC,BELNR,Document Number of an Accounting Document,direct_alias_match,accounting.document_number,false,already_present
S/4HANA,MATDOC,BUZEI,Number of Line Item Within Accounting Document,direct_alias_match,journal_entry.line_item_number,false,already_present
S/4HANA,MATDOC,XBLNR,Reference Document Number,direct_alias_match,journal_entry.reference,false,already_present
S/4HANA,MATDOC,EWM_LGPLA,Storage Bin,direct_alias_match,warehouse_bin.id,false,already_present
S/4HANA,MATDOC,BWART,Movement Type (Inventory Management),direct_alias_match,goods_movement.type,false,already_present
S/4HANA,MATDOC,MATNR,Material Number,direct_alias_match,material.erp_material_number,false,already_present
S/4HANA,MATDOC,LGORT,Storage Location,direct_alias_match,storage_location.id,false,already_present
S/4HANA,MATDOC,CHARG,Batch Number,direct_alias_match,batch.id,false,already_present
S/4HANA,MATDOC,LIFNR,Vendor's account number,direct_alias_match,supplier.id,false,already_present
S/4HANA,MATDOC,KUNNR,Account number of customer,direct_alias_match,customer.id,false,already_present
S/4HANA,MATDOC,SHKZG,Debit/Credit Indicator,direct_alias_match,journal_entry.debit_credit_indicator,false,already_present
S/4HANA,MATDOC,EQUNR,Equipment Number,direct_alias_match,equipment.id,false,already_present
S/4HANA,MATDOC,KOSTL,Cost Center,direct_alias_match,cost_center.id,false,already_present
S/4HANA,MATDOC,PROJN,Old: Project number : No longer used --> PS_POSNR,direct_alias_match,project.wbs_element_id,false,already_present
S/4HANA,MATDOC,LGNUM,Warehouse Number / Warehouse Complex,direct_alias_match,warehouse.id,false,already_present
S/4HANA,MATDOC,LGPLA,Storage Bin,direct_alias_match,warehouse_bin.id,false,already_present
S/4HANA,MATDOC,GRUND,Reason for Movement,direct_alias_match,reason.code,false,already_present
S/4HANA,MATDOC,PRCTR,Profit Center,direct_alias_match,profit_center.id,false,already_present
S/4HANA,MATDOC,PS_PSP_PNR,Work Breakdown Structure Element (WBS Element),direct_alias_match,project.wbs_element_id,false,already_present
S/4HANA,MATDOC,MWSKZ,Tax on sales/purchases code,direct_alias_match,tax.rate,false,already_present
S/4HANA,MATDOC,EMATN,Material number corresponding to manufacturer part number,direct_alias_match,material.number,false,already_present
S/4HANA,MATDOC,UMWRK,Plant,direct_alias_match,plant.id,false,already_present
S/4HANA,MATDOC,PERNR,Personnel Number,direct_alias_match,contact.id,false,already_present
S/4HANA,MATDOC,BLART,Document Type,direct_alias_match,document.type,false,already_present
S/4HANA,MATDOC,USNAM,User Name,direct_alias_match,audit.created_by,false,already_present
S/4HANA,ACDOCP,RLDNR,Ledger in General Ledger Accounting,direct_alias_match,ledger.id,false,already_present
S/4HANA,ACDOCP,RACCT,Account Number,direct_alias_match,account.id,false,already_present
S/4HANA,ACDOCP,RBUKRS,Company Code,direct_alias_match,company_code.id,false,already_present
S/4HANA,ACDOCP,USNAM,User Name,direct_alias_match,audit.created_by,false,already_present
S/4HANA,ACDOCP,AWREF,Reference document number,direct_alias_match,journal_entry.reference,false,already_present
S/4HANA,ACDOCP,RCNTR,Cost Center,direct_alias_match,cost_center.id,false,already_present
S/4HANA,ACDOCP,PRCTR,Profit Center,direct_alias_match,profit_center.id,false,already_present
S/4HANA,ACDOCP,POPER,Posting Period,direct_alias_match,fiscal_period.id,false,already_present
S/4HANA,ACDOCP,BUDAT,Posting Date in the Document,direct_alias_match,accounting.posting_date,false,already_present
S/4HANA,ACDOCP,KTOPL,Chart of Accounts,direct_alias_match,chart_of_accounts.id,false,already_present
S/4HANA,ACDOCP,KDAUF,Sales Order Number,direct_alias_match,sales_order.id,false,already_present
S/4HANA,ACDOCP,MATNR,Material Number,direct_alias_match,material.erp_material_number,false,already_present
S/4HANA,ACDOCP,WERKS,Plant,direct_alias_match,plant.id,false,already_present
S/4HANA,ACDOCP,KUNNR,Customer Number,direct_alias_match,customer.id,false,already_present
S/4HANA,ACDOCP,PS_POSID,Work Breakdown Structure Element (WBS Element),direct_alias_match,project.wbs_element_id,false,already_present
S/4HANA,ACDOCP,PERNR,Personnel Number,direct_alias_match,contact.id,false,already_present
S/4HANA,ACDOCP,AUFNR,Order Number,direct_alias_match,production_order.id,false,already_present
S/4HANA,ACDOCP,RSRCE,Resource,direct_alias_match,resource.id,false,already_present
S/4HANA,ACDOCP,PS_PSP_PNR,Work Breakdown Structure Element (WBS Element),direct_alias_match,project.wbs_element_id,false,already_present
S/4HANA,ACDOCP,VKORG,Sales Organization,direct_alias_match,sales_organization.id,false,already_present
S/4HANA,ACDOCP,VTWEG,Distribution Channel,direct_alias_match,distribution_channel.id,false,already_present
S/4HANA,ACDOCP,SPART,Division,direct_alias_match,division.id,false,already_present
S/4HANA,ACDOCP,MATKL,Product Sold Group,direct_alias_match,material.raw_material_group_id,false,already_present
S/4HANA,ACDOCP,KDGRP,Customer Group,direct_alias_match,customer_group.id,false,already_present
S/4HANA,ACDOCP,LAND1,Country/Region Key,direct_alias_match,address.country_code,false,already_present
S/4HANA,ACDOCP,BRSCH,Industry key,direct_alias_match,account.industry,false,already_present
S/4HANA,ACDOCP,KMMAKL_PA,Material Group,direct_alias_match,material.raw_material_group_id,false,already_present
S/4HANA,ACDOCP,KMKDGR_PA,Customer Group,direct_alias_match,customer_group.id,false,already_present
S/4HANA,ACDOCP,PRODH_PA,Product Hierarchy,direct_alias_match,product.category,false,already_present
