concept_id,system,object_name,field_name,category,object_description,field_description,note
accounting.posting_date,SAP,MATDOC,BUDAT,accounting,"Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables",Posting Date in the Document,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
document.changed_date,SAP,MATDOC,AEDAT,document,"Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables",Last Changed On,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
fiscal_year.id,SAP,MATDOC,GJAHR,fiscal_year,"Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables",Fiscal Year,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
inventory_lot.expiration_date,SAP,MATDOC,VFDAT,inventory_lot,"Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables",Shelf Life Expiration or Best-Before Date,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
inventory_lot.manufacture_date,SAP,MATDOC,HSDAT,inventory_lot,"Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables",Date of Manufacture,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
goods_receipt.id,SAP,MATDOC,MBLNR,goods_receipt,"Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables",Number of Material Document,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
sales_order.id,SAP,MATDOC,KDAUF,sales_order,"Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables",Sales Order Number,source=sap_full_inventory_classification; confidence=high; reason=description_alias_match; module=S/4HANA; mode=context_only
purchase_order.id,SAP,MATDOC,EBELN,purchase_order,"Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables",Purchase order number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
purchase_order.line_item_number,SAP,MATDOC,EBELP,purchase_order,"Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables",Item Number of Purchasing Document,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
production_order.id,SAP,MATDOC,AUFNR,production_order,"Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables",Order Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
asset.id,SAP,MATDOC,ANLN1,asset,"Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables",Main Asset Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
accounting.document_number,SAP,MATDOC,BELNR,accounting,"Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables",Document Number of an Accounting Document,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
journal_entry.line_item_number,SAP,MATDOC,BUZEI,journal_entry,"Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables",Number of Line Item Within Accounting Document,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
journal_entry.reference,SAP,MATDOC,XBLNR,journal_entry,"Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables",Reference Document Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
goods_movement.type,SAP,MATDOC,BWART,goods_movement,"Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables",Movement Type (Inventory Management),source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
material.erp_material_number,SAP,MATDOC,MATNR,material,"Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables",Material Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
storage_location.id,SAP,MATDOC,LGORT,storage_location,"Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables",Storage Location,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
batch.id,SAP,MATDOC,CHARG,batch,"Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables",Batch Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
supplier.id,SAP,MATDOC,LIFNR,supplier,"Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables",Vendor's account number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
customer.id,SAP,MATDOC,KUNNR,customer,"Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables",Account number of customer,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
journal_entry.debit_credit_indicator,SAP,MATDOC,SHKZG,journal_entry,"Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables",Debit/Credit Indicator,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
equipment.id,SAP,MATDOC,EQUNR,equipment,"Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables",Equipment Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
cost_center.id,SAP,MATDOC,KOSTL,cost_center,"Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables",Cost Center,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
warehouse.id,SAP,MATDOC,LGNUM,warehouse,"Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables",Warehouse Number / Warehouse Complex,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
profit_center.id,SAP,MATDOC,PRCTR,profit_center,"Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables",Profit Center,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
tax.rate,SAP,MATDOC,MWSKZ,tax,"Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables",Tax on sales/purchases code,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
plant.id,SAP,MATDOC,UMWRK,plant,"Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables",Plant,source=sap_full_inventory_classification; confidence=high; reason=description_alias_match; module=S/4HANA; mode=context_only
contact.id,SAP,MATDOC,PERNR,contact,"Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables",Personnel Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
document.type,SAP,MATDOC,BLART,document,"Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables",Document Type,source=sap_full_inventory_classification; confidence=high; reason=description_alias_match; module=S/4HANA; mode=context_only
audit.created_by,SAP,MATDOC,USNAM,audit,"Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables",User Name,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
ledger.id,SAP,ACDOCP,RLDNR,ledger,Universal Journal — Plan Line Items Plan equivalent of ACDOCA. S4HANA New Tables,Ledger in General Ledger Accounting,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
account.id,SAP,ACDOCP,RACCT,account,Universal Journal — Plan Line Items Plan equivalent of ACDOCA. S4HANA New Tables,Account Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
company_code.id,SAP,ACDOCP,RBUKRS,company_code,Universal Journal — Plan Line Items Plan equivalent of ACDOCA. S4HANA New Tables,Company Code,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
audit.created_by,SAP,ACDOCP,USNAM,audit,Universal Journal — Plan Line Items Plan equivalent of ACDOCA. S4HANA New Tables,User Name,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
journal_entry.reference,SAP,ACDOCP,AWREF,journal_entry,Universal Journal — Plan Line Items Plan equivalent of ACDOCA. S4HANA New Tables,Reference document number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
cost_center.id,SAP,ACDOCP,RCNTR,cost_center,Universal Journal — Plan Line Items Plan equivalent of ACDOCA. S4HANA New Tables,Cost Center,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
profit_center.id,SAP,ACDOCP,PRCTR,profit_center,Universal Journal — Plan Line Items Plan equivalent of ACDOCA. S4HANA New Tables,Profit Center,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
accounting.posting_date,SAP,ACDOCP,BUDAT,accounting,Universal Journal — Plan Line Items Plan equivalent of ACDOCA. S4HANA New Tables,Posting Date in the Document,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
sales_order.id,SAP,ACDOCP,KDAUF,sales_order,Universal Journal — Plan Line Items Plan equivalent of ACDOCA. S4HANA New Tables,Sales Order Number,source=sap_full_inventory_classification; confidence=high; reason=description_alias_match; module=S/4HANA; mode=context_only
material.erp_material_number,SAP,ACDOCP,MATNR,material,Universal Journal — Plan Line Items Plan equivalent of ACDOCA. S4HANA New Tables,Material Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
plant.id,SAP,ACDOCP,WERKS,plant,Universal Journal — Plan Line Items Plan equivalent of ACDOCA. S4HANA New Tables,Plant,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
customer.id,SAP,ACDOCP,KUNNR,customer,Universal Journal — Plan Line Items Plan equivalent of ACDOCA. S4HANA New Tables,Customer Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
contact.id,SAP,ACDOCP,PERNR,contact,Universal Journal — Plan Line Items Plan equivalent of ACDOCA. S4HANA New Tables,Personnel Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
production_order.id,SAP,ACDOCP,AUFNR,production_order,Universal Journal — Plan Line Items Plan equivalent of ACDOCA. S4HANA New Tables,Order Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
resource.id,SAP,ACDOCP,RSRCE,resource,Universal Journal — Plan Line Items Plan equivalent of ACDOCA. S4HANA New Tables,Resource,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
sales_organization.id,SAP,ACDOCP,VKORG,sales_organization,Universal Journal — Plan Line Items Plan equivalent of ACDOCA. S4HANA New Tables,Sales Organization,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
distribution_channel.id,SAP,ACDOCP,VTWEG,distribution_channel,Universal Journal — Plan Line Items Plan equivalent of ACDOCA. S4HANA New Tables,Distribution Channel,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
division.id,SAP,ACDOCP,SPART,division,Universal Journal — Plan Line Items Plan equivalent of ACDOCA. S4HANA New Tables,Division,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
material.raw_material_group_id,SAP,ACDOCP,MATKL,material,Universal Journal — Plan Line Items Plan equivalent of ACDOCA. S4HANA New Tables,Product Sold Group,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
customer_group.id,SAP,ACDOCP,KDGRP,customer_group,Universal Journal — Plan Line Items Plan equivalent of ACDOCA. S4HANA New Tables,Customer Group,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
address.country_code,SAP,ACDOCP,LAND1,address,Universal Journal — Plan Line Items Plan equivalent of ACDOCA. S4HANA New Tables,Country/Region Key,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
account.industry,SAP,ACDOCP,BRSCH,account,Universal Journal — Plan Line Items Plan equivalent of ACDOCA. S4HANA New Tables,Industry key,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
material.raw_material_group_id,SAP,ACDOCP,KMMAKL_PA,material,Universal Journal — Plan Line Items Plan equivalent of ACDOCA. S4HANA New Tables,Material Group,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
customer_group.id,SAP,ACDOCP,KMKDGR_PA,customer_group,Universal Journal — Plan Line Items Plan equivalent of ACDOCA. S4HANA New Tables,Customer Group,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
supplier.address,SAP,ACDOCP,WWREG_PA,supplier,Universal Journal — Plan Line Items Plan equivalent of ACDOCA. S4HANA New Tables,Region,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
supplier.region_code,SAP,ACDOCP,WWRGN_PA,supplier,Universal Journal — Plan Line Items Plan equivalent of ACDOCA. S4HANA New Tables,REGIO,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
production_operation.number,SAP,ACDOCP,VORNR,production_operation,Universal Journal — Plan Line Items Plan equivalent of ACDOCA. S4HANA New Tables,Operation/Activity Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
equipment.id,SAP,ACDOCP,EQUNR,equipment,Universal Journal — Plan Line Items Plan equivalent of ACDOCA. S4HANA New Tables,Equipment Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
material.raw_material_group_id,SAP,ACDOCP,MATKL_MM,material,Universal Journal — Plan Line Items Plan equivalent of ACDOCA. S4HANA New Tables,Material Group,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
asset.id,SAP,ACDOCP,ANLN1,asset,Universal Journal — Plan Line Items Plan equivalent of ACDOCA. S4HANA New Tables,Main Asset Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
supplier.id,SAP,ACDOCP,LIFNR,supplier,Universal Journal — Plan Line Items Plan equivalent of ACDOCA. S4HANA New Tables,Account Number of Supplier,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
purchasing_organization.id,SAP,ACDOCP,EKORG,purchasing_organization,Universal Journal — Plan Line Items Plan equivalent of ACDOCA. S4HANA New Tables,Purchasing Organization,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
scrap.quantity,SAP,ACDOCP,SCRAP_QTY,scrap,Universal Journal — Plan Line Items Plan equivalent of ACDOCA. S4HANA New Tables,Scrap Quantity,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
ledger.id,SAP,ACDOCA,RLDNR,ledger,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,Ledger in General Ledger Accounting,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
company_code.id,SAP,ACDOCA,RBUKRS,company_code,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,Company Code,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
fiscal_year.id,SAP,ACDOCA,GJAHR,fiscal_year,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,Fiscal Year,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
accounting.document_number,SAP,ACDOCA,BELNR,accounting,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,Document Number of an Accounting Document,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
journal_entry.reference,SAP,ACDOCA,AWREF,journal_entry,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,Reference document number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
base_uom.code,SAP,ACDOCA,RUNIT,base_uom,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,Base Unit of Measure,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
account.id,SAP,ACDOCA,RACCT,account,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,Account Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
cost_center.id,SAP,ACDOCA,RCNTR,cost_center,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,Cost Center,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
profit_center.id,SAP,ACDOCA,PRCTR,profit_center,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,Profit Center,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
accounting.posting_date,SAP,ACDOCA,BUDAT,accounting,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,Posting Date in the Document,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
document.type,SAP,ACDOCA,BLART,document,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,Document Type,source=sap_full_inventory_classification; confidence=high; reason=description_alias_match; module=S/4HANA; mode=context_only
journal_entry.line_item_number,SAP,ACDOCA,BUZEI,journal_entry,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,Number of Line Item Within Accounting Document,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
audit.created_by,SAP,ACDOCA,USNAM,audit,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,User Name,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
purchase_order.id,SAP,ACDOCA,EBELN,purchase_order,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,Purchasing Document Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
purchase_order.line_item_number,SAP,ACDOCA,EBELP,purchase_order,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,Item Number of Purchasing Document,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
sales_order.id,SAP,ACDOCA,KDAUF,sales_order,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,Sales Order Number,source=sap_full_inventory_classification; confidence=high; reason=description_alias_match; module=S/4HANA; mode=context_only
material.erp_material_number,SAP,ACDOCA,MATNR,material,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,Material Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
plant.id,SAP,ACDOCA,WERKS,plant,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,Plant,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
supplier.id,SAP,ACDOCA,LIFNR,supplier,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,Account Number of Supplier,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
customer.id,SAP,ACDOCA,KUNNR,customer,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,Customer Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
tax.rate,SAP,ACDOCA,MWSKZ,tax,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,Tax on sales/purchases code,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
asset.id,SAP,ACDOCA,ANLN1,asset,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,Main Asset Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
contact.id,SAP,ACDOCA,PERNR,contact,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,Personnel Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
production_order.id,SAP,ACDOCA,AUFNR,production_order,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,Order Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
resource.id,SAP,ACDOCA,RSRCE,resource,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,Resource,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
production_operation.number,SAP,ACDOCA,VORNR,production_operation,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,Operation/Activity Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
equipment.id,SAP,ACDOCA,EQUNR,equipment,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,Equipment Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
material.raw_material_group_id,SAP,ACDOCA,MATKL_MM,material,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,Material Group,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
sales_organization.id,SAP,ACDOCA,VKORG,sales_organization,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,Sales Organization,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
distribution_channel.id,SAP,ACDOCA,VTWEG,distribution_channel,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,Distribution Channel,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
division.id,SAP,ACDOCA,SPART,division,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,Division,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
material.raw_material_group_id,SAP,ACDOCA,MATKL,material,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,Product Sold Group,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
customer_group.id,SAP,ACDOCA,KDGRP,customer_group,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,Customer Group,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
address.country_code,SAP,ACDOCA,LAND1,address,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,Country/Region Key,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
account.industry,SAP,ACDOCA,BRSCH,account,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,Industry key,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
material.raw_material_group_id,SAP,ACDOCA,KMMAKL_PA,material,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,Material Group,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
