concept_id,entity,attribute,display_name,description,data_type,aliases,is_pii,is_gdpr_special_category,pii_categories,data_subject_types
inventory_policy.maximum_stock_quantity,inventory_policy,maximum_stock_quantity,Maximum Stock Quantity,Upper inventory threshold used for replenishment or inventory control.,decimal,"max inventory level, max stock quantity, maximum stock"
inventory_policy.minimum_stock_quantity,inventory_policy,minimum_stock_quantity,Minimum Stock Quantity,Lower inventory threshold used for replenishment or inventory control.,decimal,"min inventory level, min stock quantity, minimum stock"
minimum_order_quantity,minimum_order,quantity,Minimum Order Quantity,Minimum quantity required when placing a purchase with a supplier.,decimal,"min order qty, minbm, minimum order qty, minimum order quantity, moq"
inventory_policy.reorder_point,inventory_policy,reorder_point,Reorder Point,Inventory level that triggers replenishment planning or ordering.,decimal,"ReorderPoint;minbe, reorder level, reorder point, reorderpoint, replenishment trigger quantity, tacka dopune"
inventory_policy.safety_stock_quantity,inventory_policy,safety_stock_quantity,Safety Stock Quantity,Buffer inventory quantity maintained to protect against demand or supply variability.,decimal,"buffer stock, safety inventory quantity, safety stock"
inventory_reservation.id,inventory_reservation,id,Inventory Reservation ID,Identifier for a reservation or allocation of inventory to demand.,string,"inventory reservation id, reservation number, stock reservation id"
inventory_reservation.quantity,inventory_reservation,quantity,Inventory Reservation Quantity,"Quantity of inventory reserved for a sales order, production order, project, or other demand.",decimal,"allocated stock quantity, reservation quantity, reserved qty, reserved quantity, reservedqty, rezervisana kolicina"
inventory_reservation.status,inventory_reservation,status,Inventory Reservation Status,Current state of an inventory reservation or allocation.,string,"allocation status, inventory reservation status, reservation status"
inventory_transaction.date,inventory_transaction,date,Inventory Transaction Date,Date of the inventory movement or stock transaction.,date,"inventory transaction date, movement date, posting date"
inventory_transaction.id,inventory_transaction,id,Inventory Transaction ID,Identifier for an inventory movement or stock transaction.,string,"inventory transaction id, movement document id, stock transaction id"
inventory_transaction.quantity,inventory_transaction,quantity,Inventory Transaction Quantity,Quantity moved in an inventory transaction.,decimal,"inventory transaction quantity, movement quantity, stock movement quantity"
inventory_transaction.type,inventory_transaction,type,Inventory Transaction Type,"Business type of inventory transaction such as receipt, issue, transfer, or adjustment.",string,"bwart, inventory transaction type, movement type, stock movement type"
invoice.amount,invoice,amount,Invoice Amount,Total monetary amount on an invoice,decimal,"bill amount, invoice amount, invoice total, invoiceamount, iznos fakture, rbetr, total amount"
invoice.billing_document_id,invoice,billing_document_id,Billing Document ID,Identifier for a sales billing document.,string,"billing document id, billing document number, billing document vbeln, sales invoice document number"
invoice.document_currency_code,invoice,document_currency_code,Invoice Document Currency,Currency code used for the invoice document amounts.,string,"billing document currency, invoice currency code, invoice document currency"
invoice.document_date,invoice,document_date,Invoice Document Date,Business document or issue date of the invoice.,date,"billing document date, invoice document date, invoice issue date"
invoice.due_date,invoice,due_date,Invoice Due Date,Date by which payment for the invoice is due.,date,"DueDate;invoice due date, invoice payment due date, net due date, netdt, payment due date"
invoice.line_item_number,invoice,line_item_number,Invoice Line Item Number,Item number identifying a specific line within an invoice or billing document.,integer,"billing document item number, invoice line item number"
invoice.number,invoice,number,Invoice Number,Business identifier for an invoice document.,string,"bill number, broj fakture, inv no, invoice id, invoice no, invoice number, invoicenumber, vbeln"
invoice.posting_date,invoice,posting_date,Invoice Posting Date,Date on which the invoice is posted to accounting.,date,"accounting invoice posting date, billing posting date, invoice posting date"
job.career_level,job,career_level,Career Level,Management or career stream level for the job profile,string,"career level, career stream, jo career stream, jo training level, management level"
job.category,job,category,Job Category,"Job classification category (e.g. Sales, Engineering, Operations)",string,"jo category, job category, job classification"
job.function,job,function,Job Function,Job family or functional area grouping for the job profile,string,"jo function, jo sub function, job family, job family group, job function"
job.id,job,id,Job Profile ID,Unique identifier for the job profile,string,"jo job nk, job code, job id, job profile code, job profile id"
job.title,job,title,Job Title,Official job title / job profile name,string,"function, jo job title, job profile name, pos, pozicija, radno mesto, titel"
journal_entry.amount,journal_entry,amount,Journal Entry Amount,Monetary amount posted on a journal entry line.,decimal,"accounting amount, dmbtr, journal amount, posted amount"
journal_entry.debit_credit_indicator,journal_entry,debit_credit_indicator,Debit/Credit Indicator,Indicator showing whether a journal line is a debit or credit.,string,"beknz, debit credit indicator, dr cr indicator, drcrk, posting side, shkzg"
journal_entry.id,journal_entry,id,Journal Entry ID,Identifier for an accounting journal entry.,string,"accounting document number, belnr, id dnevnickog naloga, je id, journal entry id, journal number, journalentryid"
journal_entry.line_item_number,journal_entry,line_item_number,Journal Entry Line Item Number,Line item number within an accounting journal entry.,integer,"accounting document line item, buzei, journal line item"
journal_entry.reference,journal_entry,reference,Journal Entry Reference,Reference text or number associated with a journal entry.,string,"accounting reference, journal reference, reference document number, xblnr"
lead.created_date,lead,created_date,Lead Created Date,Date when the lead record was created.,date,"lead created date, lead creation date, prospect created date"
lead.id,lead,id,Lead ID,Identifier for a potential customer contact,string,"id lead a, lead id, leadid, prospect id, sales lead id"
lead.source,lead,source,Lead Source,Origin channel or source from which the lead was captured.,string,"acquisition source, herku, herkun, izvor, izvor lead a, lead origin, lead source, leadsource, source campaign, source id, sourcecode"
lead.status,lead,status,Lead Status,Current qualification or lifecycle status of the lead.,string,"lead lifecycle status, lead stat, lead status, leadstatus, qualification status, status lead a"
ledger.id,ledger,id,Ledger ID,Identifier for a specific accounting ledger,string,"accounting ledger, ledger code, ledger id, rldnr"
legal_entity.id,legal_entity,id,Legal Entity ID,Identifier for a legally registered entity used for statutory reporting or contracting.,string,"legal company id, legal entity id, statutory entity id"
legal_entity.name,legal_entity,name,Legal Entity Name,Registered legal name of an entity.,string,"legal entity name, registered company name, statutory name"
load.id,load,id,Load ID,Identifier for a transportation load or consolidated shipment movement.,string,"load id, shipment load id, transportation load number"
load.status,load,status,Load Status,Lifecycle status of a transportation load.,string,"freight load status, load status, transportation load status"
load.weight,load,weight,Load Weight,Total weight assigned to a transportation load.,decimal,"gross load weight, load weight, shipment load weight"
location.id,location,id,Location ID,Unique identifier for a physical work location. Not equivalent to plant or warehouse unless context confirms.,string,"lo location nk, location code, location id, work location id"
location.name,location,name,Location Name,Human-readable name of the physical work location.,string,"lo name, location name, work location name"
maintenance_order.id,maintenance_order,id,Maintenance Order ID,Identifier for a repair or maintenance task,string,"maintenance order id, maintenance order number, repair order id"
make_or_buy.indicator,make_or_buy,indicator,Make-or-Buy Indicator,Indicator showing whether an item is manufactured internally or procured externally.,string,"beskz, buy indikator, make, make buy, make buy indicator, make or buy, makebuy, procurement type"
manufacturing_order.id,manufacturing_order,id,Manufacturing Order ID,Identifier for a manufacturing or production execution order.,string,"manufacturing order id, production order id, shop order number"
manufacturing_order.quantity,manufacturing_order,quantity,Manufacturing Order Quantity,Planned or released quantity to produce on a manufacturing order.,decimal,"gamng, manufacturing order quantity, order qty, production order quantity"
manufacturing_order.status,manufacturing_order,status,Manufacturing Order Status,Lifecycle status of a manufacturing order.,string,"manufacturing order status, production order status, shop order status"
material.base_price,material,base_price,Material Base Price,"Base or piece price for a material or item used in purchasing, valuation, or sourcing contexts.",decimal,"AverageCost;base price, eine netpr, ekpo netpr, material base price, mbew stprs, mbew verpr, piece price, purchasing net price"
material.base_uom_code,material,base_uom_code,Material Base Unit of Measure,Base unit of measure used to manage material quantities.,string,"UnitOfMeasure;base unit, base uom, baseunit, baseunit c, mara meins, material uom, meins, osnovna jedinica, unit of measure"
material.batch_managed_flag,material,batch_managed_flag,Batch Managed Flag,Indicator that the material is managed in batches or lots.,boolean,"batch flag, batch managed flag, batch management indicator, batch required flag, batchmanagedflag, indikator upravljanja serijom, mara xchpf, material batch managed, xchpf"
material.category_level_1_code,material,category_level_1_code,Material Category Level 1 Code,"Top-level category code in a material, product, or item classification hierarchy.",string,"category code l1, category level 1, item category l1, product category level 1"
material.category_level_2_code,material,category_level_2_code,Material Category Level 2 Code,"Second-level category code in a material, product, or item classification hierarchy.",string,"category code l2, category level 2, item category l2, product category level 2"
material.category_level_3_code,material,category_level_3_code,Material Category Level 3 Code,"Third-level category code in a material, product, or item classification hierarchy.",string,"category code l3, category level 3, item category l3, product category level 3"
material.country_of_origin_code,material,country_of_origin_code,Material Country of Origin Code,"Country code identifying where a material was produced, manufactured, or originated.",string,"coo, country of origin, herkl, marc herkl, origin country code"
material.customer_part_number,material,customer_part_number,Customer Part Number,Customer-assigned part number for a material or item on sales documents.,string,"customer item number, customer material number, customer part number, kdmat, vbap kdmat"
material.deletion_mark,material,deletion_mark,Deletion Mark,Indicator that the material is flagged for deletion in the source ERP.,boolean,"delete flag, deletion flag, deletion mark, deletionmark, flagged for deletion, loekz, lvorm, mara lvorm, material deletion flag, oznaka za brisanje, xloek"
material.dimension_description,material,dimension_description,Material Dimension Description,"Dimensional attributes or free-text dimensional description for a material, such as length, width, height, thickness, or size.",string,"abmes, dim, dimensions, dimensions c, dimenzije, dims, drawing dimensions, material dimensions, size description"
material.drawing_number,material,drawing_number,Material Drawing Number,Engineering drawing or technical drawing identifier associated with a material.,string,"broj crteza, drawing id, drawing number, drawingnumber, engineering drawing, technical drawing number, zeinr"
material.drawing_revision,material,drawing_revision,Material Drawing Revision,"Revision, version, or change level of the engineering drawing associated with a material.",string,"drawing revision, drawing version, engineering revision, revision level, revlv"
material.engineering_part_number,material,engineering_part_number,Engineering Part Number,Part number originating from engineering or design release processes.,string,"bismt, eng part no, engineering material number, engineering part number, engineeringpartnumber, inzenjerski broj dela, legacy material number, magna part number, mara bismt, old material number, release part number"
material.erp_material_number,material,erp_material_number,ERP Material Number,Business material or item number assigned in the ERP material master.,string,"erp material number, material master number, matnr, sap material number"
material.gross_weight,material,gross_weight,Material Gross Weight,Gross weight or mass of a material or item.,decimal,"brgew, bruto tezina, gross weight, gross wt, grossweight, mara brgew, mass, material weight, weight"
material.hts_code,material,hts_code,Material HTS Code,Harmonized Tariff Schedule or customs classification code assigned to a material.,string,"ccngn, commodity code, customs tariff code, harmonized tariff code, hts code, itm comco, sapsll maritc ccngn, stawn"
material.id,material,id,Material ID,Internal canonical identifier for a material or item record. Not necessarily the ERP material number or SKU.,string,"id materijala, item id, material id, material identifier, materialid, matnr"
material.manufacturer_part_number,material,manufacturer_part_number,Manufacturer Part Number,Part number assigned by the manufacturer for a material or item.,string,"ekpo mfrpn, herstid, manufacturer part number, manufacturer pn, manufacturer pname, mfg part, mfrpn, mpn, mpn c, sifra dela proizvodjaca"
material.name,material,name,Material Name,Display name of a material or product,string,"ItemRef_FullName;article name, item name, material name, product name"
material.number,material,number,Material Number,ERP or business material/item number assigned in the material master.,string,"article number, ematn, item number, material number, materialnumber, matnr, part number, sifra materijala"
material.origin,material,origin,Origin Country,Country where material was extracted or produced,string,"coo, country of origin, herkunft, material origin, orig, origin c, origin id, polaziste, vkbur fr"
material.procurement_type,material,procurement_type,Material Procurement Type,"Indicator showing whether a material is produced internally, procured externally, or both.",string,"beskz, controllable indicator, directed indicator, make or buy indicator, marc beskz, procurement type"
material.raw_material_group_id,material,raw_material_group_id,Raw Material Group ID,Material group or raw material classification assigned to a material.,string,"commodity group, mara matkl, material group, matkl, raw material group"
material.sku,material,sku,Material SKU,Commercial or channel-specific stock keeping unit for a material or product; not necessarily the ERP material number.,string,"default code, item code, item sku, material sku, matnr sku, product sku, productcode, stock keeping unit, stockkeepingunit"
material.weight_unit_code,material,weight_unit_code,Material Weight Unit Code,Unit of measure used for a material weight or mass value.,string,"gewei, gross weight unit, jedinica tezine, mara gewei, mass unit, weight unit, weightunit, wt uom"
material_document.id,material_document,id,Material Document Number,Identifier for a goods movement or inventory posting document.,string,"goods movement document, material document id, material document number"
material_group.id,material_group,id,Material Group,Classification for products or materials,string,"mat group, material group, matkl, product category"
mrp_exception.code,mrp_exception,code,MRP Exception Code,"Code identifying a planning exception such as shortage, reschedule, expedite, or cancel.",string,"exception message, mrp exception code, planning exception code"
mrp_exception.description,mrp_exception,description,MRP Exception Description,Description of a material requirements planning exception or action message.,string,"action message, mrp exception description, planning exception text"
mrp_run.id,mrp_run,id,MRP Run ID,Identifier for a material requirements planning run or planning batch.,string,"mrp batch id, mrp run id, planning run id"
mrp_run.run_date,mrp_run,run_date,MRP Run Date,Date on which material requirements planning was executed.,date,"materials planning date, mrp run date, planning run date"
mrp_run.status,mrp_run,status,MRP Run Status,Processing status of a material requirements planning run.,string,"mrp processing status, mrp run status, planning run status"
net_price_amount,net_price,amount,Net Price Amount,Net purchasing price amount before tax and after line-level conditions.,decimal,"net amount, net price amount, netpr, net_price_amount, purchasing net price"
operating_unit.id,operating_unit,id,Operating Unit ID,Identifier for an operating unit used in enterprise applications.,string,"operating unit id, operations unit id, org id"
opportunity.amount,opportunity,amount,Opportunity Amount,Expected monetary value of the sales opportunity.,decimal,"deal amount, erwa ums, expected revenue, expectedrevenue, ocekivani prihod, opportunity amount, pipeline amount"
opportunity.close_date,opportunity,close_date,Opportunity Close Date,Expected or actual date when the opportunity is closed.,date,"absch dat, closedate, datum zatvaranja, deal close date, expected close date, opportunity close date"
opportunity.id,opportunity,id,Opportunity ID,CRM identifier for a potential sales deal,string,"deal id, id prilike, opp id, oppnr, opportunity id, opportunity number, opportunityid"
opportunity.owner_employee_id,opportunity,owner_employee_id,Opportunity Owner Employee ID,Employee or salesperson responsible for the opportunity.,string,"deal owner id, opportunity owner, sales rep id"
opportunity.probability,opportunity,probability,Opportunity Probability,Probability percentage assigned to closing the opportunity.,decimal,"close probability, closeprobability, laeng, opportunity probability, prob, verovatnoca, wahrsch, win probability"
opportunity.stage,opportunity,stage,Opportunity Stage,Current selling stage of an opportunity.,string,"deal stage, faza pipeline a, opportunity stage, phase, pipeline stage, pipelinestage, sales stage"
order_allocation.id,order_allocation,id,Order Allocation ID,Identifier for allocation of supply or inventory to customer demand.,string,"allocation id, order allocation id, supply allocation id"
order_allocation.quantity,order_allocation,quantity,Order Allocation Quantity,Quantity allocated from inventory or supply to an order or demand line.,decimal,"allocated quantity, order allocation quantity, supply allocation quantity"
order_unit.code,order_unit,code,Order Unit Code,Unit of measure code used for purchasing and ordering quantities.,string,"bprme, order price unit, order unit, order unit code, order_unit_code, purchase order unit"
org_unit.id,org_unit,id,Org Unit ID,"Identifier for an organizational unit. Use department, company code, sales organization, purchasing organization, plant, or cost center concepts when those specific meanings are known.",string,"org structure unit, org unit id, organization unit id, orgeh"
packing.date,packing,date,Packing Date,Date when goods were packed for shipment or fulfillment.,date,"packaging date, packed date, packing date"
packing.status,packing,status,Packing Status,"Current packing state for an order, delivery, shipment, or handling unit.",string,"pack status, packaging status, packing status"
payment.amount,payment,amount,Payment Amount,Monetary amount paid or received in a payment transaction.,decimal,"paid amount, payment amount, remittance amount"
payment.date,payment,date,Payment Date,"Date on which a payment was made, received, or cleared.",date,"TxnDate;augdt, clearing date, datum placanja, paid date, payment date, paymentdate, remittance date, zaldt"
payment.method_code,payment,method_code,Payment Method,Code indicating how payment is made.,string,"mandate payment type, nacin placanja, pay method, pay type, payment method, payment method code, payment type code, paymentmethod, paymentmethodref fullname list of respected payment methods, zlsch, zwels"
payment.reference,payment,reference,Payment Reference,Reference or remittance identifier for a payment.,string,"payment ref, payment reference, paymentreference, poziv na broj, remittance reference, xblnr"
payment.status,payment,status,Payment Status,Current processing or clearing status of a payment.,string,"clearing status, payment lifecycle status, payment status, paymentstatus, status placanja, zahlst"
payment_term.id,payment_term,id,Payment Terms,"Terms for payment (e.g., Net 30)",string,"pay terms, payment conditions, payment term, payment terms, zterm"
payroll.component,payroll,component,Pay Component,"Identifier for salary types (base, bonus, etc.)",string,"lga01, lga02, lga03, lga04, lga05, lga06, lga07, lga08, lga09, lga10, lga11, lga12, lga13, lga14, lga15, lga16, lga17, lga18, lga19, lga20, lga21, lga22, lga23, lga24, lga25, lga26, lga27, lga28, lga29, lga30, lga31, lga32, lga33, lga34, lga35, lga36, lga37, lga38, lga39, lga40, lgart, loart, pay component, pay element, wage type"
payroll.gross_pay,payroll,gross_pay,Gross Pay,Total earnings before deductions and taxes.,decimal,"gross earnings, gross pay, total earnings"
payroll.net_pay,payroll,net_pay,Net Pay,Take-home pay after deductions and taxes.,decimal,"net earnings, net pay, take home pay"
payroll.period_end_date,payroll,period_end_date,Payroll Period End Date,End date of a payroll processing period.,date,"WagePeriodEnd;pay period end date, payroll period end date"
payroll.period_start_date,payroll,period_start_date,Payroll Period Start Date,Start date of a payroll processing period.,date,"WagePeriodStart;pay period start date, payroll period start date"
payroll.tax_amount,payroll,tax_amount,Payroll Tax Amount,Tax amount withheld or calculated in payroll.,decimal,"iznos poreza, mwsbp, pay tax amount, payroll tax amount, tax withholding, taxamount"
performance_review.id,performance_review,id,Performance Review ID,Identifier for an employee performance review.,string,"appraisal id, performance review id, review form id"
performance_review.rating,performance_review,rating,Performance Rating,Rating assigned during a performance review.,string,"appraisal rating, leist not, ocena performansi, performance rating, performancerating, review rating"
picking.date,picking,date,Picking Date,Date when goods were picked from inventory for fulfillment.,date,"kodat, picked date, picking date, warehouse pick date"
picking.quantity,picking,quantity,Picked Quantity,"Quantity picked from inventory for an order, delivery, or shipment.",decimal,"pick qty, picked quantity, picking quantity"
picking.status,picking,status,Picking Status,"Current picking state for an order, delivery, shipment, or warehouse task.",string,"pick status, picking status, warehouse picking status"
planned_order.end_date,planned_order,end_date,Planned Order End Date,Planned completion or finish date for a planned order.,date,"planned completion date, planned end date, planned order finish date"
planned_order.id,planned_order,id,Planned Order ID,Identifier for a planned supply order generated by planning.,string,"planned order id, planned order number, planning order id, plnum"
planned_order.quantity,planned_order,quantity,Planned Order Quantity,"Quantity proposed by planning for procurement, production, or transfer.",decimal,"planned order quantity, planned qty, planning proposal quantity"
planned_order.start_date,planned_order,start_date,Planned Order Start Date,Planned start date for a planned order.,date,"order release date, planned order start date, planned start date"
planned_order.status,planned_order,status,Planned Order Status,Lifecycle status of a planned order or planning proposal.,string,"mrp proposal status, planned order status, planning proposal status"
plant.id,plant,id,Plant,"Manufacturing, procurement, or logistics plant used for material, inventory, and operational planning.",string,"fabrika, factory, logistics plant, manufacturing plant, plant, plant c, plant code, plant id, plnt, plwrk, pogon, umwrk, werks"
position.end_date,position,end_date,Position End Date,Date the organizational position was closed or ended,date,"po end date, position close date, position end date"
position.id,position,id,Position ID,Unique identifier for the organizational position,string,"po position nk, position id, position number, position reference id"
position.start_date,position,start_date,Position Start Date,Date the organizational position became available,date,"po start date, position availability date, position start date"
position.title,position,title,Position Title,Business title assigned to the organizational position,string,"business title, po business title"
price.list,price,list,Price List,Identifier for a specific pricing tier or list,string,"pltyp, price list, pricing list, pricing tier"
price.unit,price,unit,Unit Price,Price per single unit of measure,decimal,"SalesPrice;cena po jedinici, kbetr, net price, netpr, price per unit, unit price, unitprice"
price_unit_quantity,price_unit,quantity,Price Unit Quantity,Quantity basis used with a net price in purchasing info records and conditions.,decimal,"peinh, price base quantity, price unit, price unit qty, price unit quantity, price_unit_quantity"
product.category,product,category,Product Category,Classification or category assigned to a product.,string,"item category, linetype, prdha, prodh, prodh pa, product category, product group, product hierarchy, typps"
product.id,product,id,Product ID,Identifier for a sellable product or service offering.,string,"id proizvoda, item id, pmatnr, prod id, product id, product number, productid, sku id"
product.lifecycle_status,product,lifecycle_status,Product Lifecycle Status,"Current lifecycle state of a product such as active, discontinued, or obsolete.",string,"item status, life stat, lifecyclestatus, material status, mmsta, product lifecycle status, product status, productstatus, status proizvoda, status zivotnog ciklusa"
product.name,product,name,Product Name,Display name of a sellable product or service offering.,string,"item name, offering name, product name"
production_operation.number,production_operation,number,Production Operation Number,"Sequence or operation number within a routing, work order, or manufacturing order.",integer,"broj operacije, op no, operation number, operationnumber, production operation number, routing operation, vornr"
production_operation.status,production_operation,status,Production Operation Status,Execution status of a production operation.,string,"operation status, production operation status, shop floor operation status"
production_operation.work_center_id,production_operation,work_center_id,Production Operation Work Center ID,Work center assigned to a production operation.,string,"operation work center, production work center, work center id"
production_order.actual_finish_date,production_order,actual_finish_date,Production Order Actual Finish Date,Actual completion date of a production order.,date,"actual completion date, confirmed finish date, production actual finish date"
production_order.actual_start_date,production_order,actual_start_date,Production Order Actual Start Date,Actual start date of a production order.,date,"actual start date, confirmed start date, production actual start date"
production_order.id,production_order,id,Production Order ID,Identifier for a production order used to manufacture goods.,string,"aufnr, manufacturing order number, production order id, production order number"
production_order.planned_finish_date,production_order,planned_finish_date,Production Order Planned Finish Date,Planned completion date of a production order.,date,"planned finish date, production finish date, scheduled finish date"
production_order.planned_start_date,production_order,planned_start_date,Production Order Planned Start Date,Planned start date of a production order.,date,"planned start date, production start date, scheduled start date"
production_order.quantity,production_order,quantity,Production Order Quantity,Quantity planned or released for production.,decimal,"gamng, manufacturing quantity, order quantity, production order quantity"
production_order.status,production_order,status,Production Order Status,Lifecycle or execution status of a production order.,string,"manufacturing order status, production order status, shop order status"
profit_center.id,profit_center,id,Profit Center,Identifier for a profit-generating unit,string,"ko prctr, prctl, prctr, prof ctr, profit center, profit center id, profit centre, profitcenter, profitni centar"
project.id,project,id,Project ID,Identifier for a specific business project,string,"id projekta, posid, project code, project element, project id, projectcode, projectid, psp element, pspid, sifra projekta"
project.manager,project,manager,Project Manager,Person responsible for the project,string,"pmname, project lead, project manager, project owner, projectmanager, projekt menadzer"
purchase_contract.id,purchase_contract,id,Purchase Contract ID,Identifier for a procurement contract or purchasing agreement.,string,"agreement number, outline agreement, purchase contract id, purchasing contract number"
purchase_contract.valid_from_date,purchase_contract,valid_from_date,Purchase Contract Valid From Date,Start date of validity for a purchase contract.,date,"contract valid from, kdatb, purchasing agreement start date"
purchase_contract.valid_to_date,purchase_contract,valid_to_date,Purchase Contract Valid To Date,End date of validity for a purchase contract.,date,"contract valid to, kdate, purchasing agreement end date"
purchase_contract.value,purchase_contract,value,Purchase Contract Value,Target or committed monetary value of a purchase contract.,decimal,"agreement value, contract value, ktwrt, target value"
purchase_order.created_date,purchase_order,created_date,PO Created Date,Technical date when the purchase order record was created.,date,"po created date, purchase order created date, purchasing document created date"
purchase_order.document_date,purchase_order,document_date,PO Document Date,Business document date of the purchase order.,date,"bedat, po document date, purchase order document date, purchasing document date"
purchase_order.document_type,purchase_order,document_type,PO Document Type,Type or category of purchasing document.,string,"bsart, po document type, purchase order type, purchasing document type"
purchase_order.id,purchase_order,id,PO Number,Unique identifier for a purchase order,string,"PONumber;RefNumber;broj nabavnog naloga, ebeln, po no, po number, ponumber, ponumber c, purchase order id, purchase order number, purchasing document number"
purchase_order.line_item_number,purchase_order,line_item_number,PO Line Item Number,Item number identifying a specific line within a purchase order.,integer,"ebelp, po line item number, purchase order line item number, purchasing item number"
purchase_order.status,purchase_order,status,PO Status,Current lifecycle stage of the PO,string,"po status, purchase order status, purchasing status"
purchasing_group.id,purchasing_group,id,Purchasing Group,Buyer group or purchasing team responsible for procurement activity.,string,"buyer group, ekgrp, ekgrp ext, purchasing group, purchasing group id"
purchasing_organization.id,purchasing_organization,id,Purchasing Organization,Organizational unit responsible for procurement negotiations and purchasing activities.,string,"ekorg, ekorg ext, extpurgorgforpurg, purchasing org, purchasing org id, purchasing organization, purchasing organization id"
purchasing_info_record.id,purchasing_info_record,id,Purchasing Info Record ID,Identifier of a supplier-material purchasing info record.,string,"infnr, purchasing info record, purchasing info record id, purchasing info record number, purchasing_info_record_id"
quality_inspection.id,quality_inspection,id,Inspection Lot,Identifier for a quality inspection lot,string,"insp lot, inspection id, inspection lot, inspectionlot, lot inspekcije, prueflos, qm lot"
quality_inspection.status,quality_inspection,status,Inspection Status,Current lifecycle or processing status of a quality inspection lot. Usage decision should be mapped separately.,string,"inspection status, qm status, quality inspection status"
quality_inspection.usage_decision_code,quality_inspection,usage_decision_code,Usage Decision Code,Decision code or outcome assigned after quality inspection.,string,"inspection usage decision, qm usage decision, usage decision code"
quote.id,quote,id,Quote ID,Identifier for a sales quotation or commercial offer.,string,"angnr, broj ponude, quotation number, quotationnumber, quote id, quote number, sales quote id, vbeln qt"
quote.status,quote,status,Quote Status,Lifecycle status of a sales quote.,string,"proposal status, quotation status, quote status"
quote.total_amount,quote,total_amount,Quote Total Amount,Total monetary value of the quote.,decimal,"proposal amount, quotation amount, quote total, total quote value"
quote.valid_from_date,quote,valid_from_date,Quote Valid From Date,Start date from which the quote terms are valid.,date,"datuv, pdatv, quotation start date, quote valid from, sdatv, valid from date"
quote.valid_to_date,quote,valid_to_date,Quote Valid To Date,Expiration date through which the quote terms are valid.,date,"quote expiration date, quote valid to, valid until date"
replenishment_order.id,replenishment_order,id,Replenishment Order ID,Identifier for an order created to replenish inventory.,string,"replenishment order id, replenishment order number, restock order id"
replenishment_order.quantity,replenishment_order,quantity,Replenishment Order Quantity,Quantity ordered or planned to replenish inventory.,decimal,"replenishment order quantity, replenishment quantity, restock quantity"
replenishment_order.status,replenishment_order,status,Replenishment Order Status,Lifecycle status of a replenishment order.,string,"replenishment order status, replenishment status, restock order status"
requisition.approval_status,requisition,approval_status,Requisition Approval Status,Approval state of a requisition.,string,"pr approval status, release status, requisition approval status"
requisition.id,requisition,id,Requisition ID,Identifier for a purchase requisition or internal request to buy.,string,"ID;banfn, pr number, purchase requisition number, requisition id"
requisition.line_item_number,requisition,line_item_number,Requisition Line Item Number,Item number identifying a line in a requisition.,integer,"bnfpo, pr item, requisition line item"
requisition.requested_date,requisition,requested_date,Requisition Requested Date,Date on which goods or services were requested.,date,"pr date, requested date, requisition date"
requisition.requester_id,requisition,requester_id,Requisition Requester ID,Employee or user who requested the goods or services.,string,"afnam, req by, requested by, requestedby, requester id, requisitioner id, trazio"
resource.id,resource,id,Resource ID,"Identifier for a planning, production, labor, machine, or logistics resource.",string,"id resursa, planning resource id, production resource id, resource, resource id, resourceid"
resource.type,resource,type,Resource Type,"Classification of resource such as labor, machine, vehicle, tool, or facility.",string,"capacity resource type, production resource type, resource type"
rfq.due_date,rfq,due_date,RFQ Due Date,Deadline for supplier responses to the RFQ.,date,"quotation deadline, response due date, rfq due date"
rfq.id,rfq,id,RFQ ID,Identifier for a request for quotation.,string,"anfnr, quotation request id, request for quotation number, rfq id"
rfq.status,rfq,status,RFQ Status,Lifecycle status of a request for quotation.,string,"quotation request status, rfq status, sourcing status"
route.id,route,id,Route,Identifier for a transportation route,string,"bearz, itinerary, key for task list group, plnnr, routa, route c, route code, route id, routeid, rt, ruta, transit path, transportation route"
route_stop.location_id,route_stop,location_id,Route Stop Location ID,Location identifier for a stop within a transportation route.,string,"delivery stop location, route stop location, stop location id"
route_stop.sequence,route_stop,sequence,Route Stop Sequence,Sequence number of a stop within a transportation route.,integer,"delivery stop number, route stop sequence, stop sequence"
sales_order.created_date,sales_order,created_date,Sales Order Created Date,Technical date when the sales order record was created.,date,"sales document created date, sales order created date"
sales_order.document_date,sales_order,document_date,Sales Order Document Date,Business document date of the sales order.,date,"audat, sales document date, sales order document date"
sales_order.document_type,sales_order,document_type,Sales Order Type,Type or category of sales order document.,string,"auart, sales document type, sales order type"
sales_order.id,sales_order,id,Sales Order ID,Identifier for a sales order document.,string,"RefNumber;broj prodajnog naloga, kdauf, sales document number, sales order, sales order id, sales order number, sales order vbeln, salesordernumber, so no, so number, vbeln"
sales_order.line_item_number,sales_order,line_item_number,Sales Order Line Item Number,Item number identifying a specific line within a sales order.,integer,"posnr, sales document item number, sales order line item number"
sales_order.status,sales_order,status,Sales Order Status,Current state of the sales order,string,"fulfillment status, sales order status, so status"
sales_organization.id,sales_organization,id,Sales Organization,Organizational unit responsible for sales and distribution activities.,string,"sales org, sales org id, sales organization, sales organization id, vkorg"
sales_rep.id,sales_rep,id,Sales Representative ID,Identifier for a salesperson or sales representative.,string,"account executive id, sales employee id, sales rep id, salesperson id"
sales_rep.quota,sales_rep,quota,Sales Representative Quota,Sales target assigned to a sales representative.,decimal,"quota amount, rep quota, sales quota, sales target"
